cycle,t_s,dt_ms,left_wall,right_wall,blue_px,blue_state,orange_px,orange_state,direction,quadrant,traffic_light,target_x,target_y,target_area,target_type,parking_area,purple_left,purple_right,Err,dir_raw,dir_cmd
67,4.912,45.67,0.027,0.396,0,0,1146,1,-1,2,0,160,0,75,-1,1000,54.0,5.0,0,-11.88,-11.8
68,4.959,46.87,0.0163,0.3954,0,0,1387,1,-1,2,0,160,0,75,-1,1000,83.0,4.0,0,-11.86,-11.82
69,5.005,46.97,0.0197,0.3968,0,0,1532,1,-1,2,0,160,0,75,-1,1000,101.0,0.0,0,-11.9,-11.85
70,5.049,43.82,0.0113,0.386,0,0,2165,1,-1,2,0,160,0,75,-1,1000,62.0,1.0,0,-11.58,-11.75
71,5.105,55.57,0.0135,0.382,0,0,2417,1,-1,2,0,160,0,75,-1,1000,87.0,2.0,0,-11.46,-11.65
72,5.154,48.77,0.0179,0.3643,0,0,2986,1,-1,2,0,160,0,75,-1,1000,115.0,0.0,0,-10.93,-11.4
73,5.195,41.71,0.0243,0.3596,0,0,3420,1,-1,2,0,8,27,306,0,1000,102.0,12.0,0,-10.79,-11.18
74,5.241,45.87,0.0187,0.3481,0,0,3796,1,-1,2,0,9,25,309,0,1000,130.0,0.0,0,-10.44,-10.93
75,5.286,45.24,0.024,0.3409,0,0,3276,1,-1,2,0,12,26,383,0,1000,131.0,21.0,0,-10.23,-10.68
76,5.331,44.31,0.0314,0.3277,0,0,1109,1,-1,2,0,13,25,389,0,1000,152.0,2.0,0,-9.83,-10.38
77,5.373,42.69,0.0359,0.3052,0,0,0,2,-1,2,0,15,26,373,0,1000,160.0,0.0,0,-9.16,-9.95
78,5.422,48.16,0.0364,0.2792,0,0,0,0,-1,2,0,17,25,462,0,1000,124.0,0.0,0,0.0,-6.47
79,5.463,41.56,0.0412,0.2662,0,0,0,0,-1,2,0,20,26,535,0,1000,119.0,0.0,0,0.0,-4.21
80,5.513,49.68,0.0512,0.2673,0,0,0,0,-1,2,0,20,27,529,0,1000,150.0,0.0,0,0.0,-2.73
81,5.561,48.24,0.0551,0.2518,0,0,0,0,-1,2,0,23,27,596,0,1000,143.0,0.0,0,0.0,-1.78
82,5.612,50.66,0.05,0.2188,0,0,0,0,-1,2,0,23,27,639,0,1000,98.0,0.0,0,0.0,-1.15
83,5.663,51.01,0.0535,0.2533,0,0,0,0,-1,2,0,19,29,684,0,1000,164.0,4.0,0,0.0,-0.75
84,5.707,44.58,0.0379,0.2274,0,0,0,0,-1,2,0,15,29,803,0,1000,120.0,1.0,0,0.0,-0.49
85,5.753,46.11,0.0456,0.2416,0,0,0,0,-1,2,0,12,31,773,0,1000,134.0,0.0,0,0.0,-0.32
86,5.796,42.8,0.04,0.236,0,0,0,0,-1,2,0,10,32,757,0,1000,102.0,1.0,0,0.0,-0.21
87,5.841,44.27,0.0505,0.2273,0,0,0,0,-1,2,0,7,35,563,0,1000,138.0,2.0,0,0.0,-0.13
88,5.883,42.88,0.0489,0.2413,0,0,0,0,-1,2,0,5,37,390,0,1000,95.0,0.0,0,0.0,-0.09
89,5.927,43.99,0.0617,0.2536,0,0,0,0,-1,2,0,160,0,75,-1,1000,95.0,0.0,0,0.0,-0.06
90,5.975,47.32,0.0696,0.2659,0,0,0,0,-1,2,0,160,0,75,-1,1000,74.0,0.0,0,0.0,-0.04
91,6.02,45.39,0.0629,0.2601,0,0,0,0,-1,2,0,160,0,75,-1,1000,25.0,0.0,0,0.0,-0.02
92,6.064,43.57,0.0625,0.2621,0,0,0,0,-1,2,0,160,0,75,-1,1000,9.0,0.0,0,0.0,-0.02
93,6.108,43.82,0.0628,0.2769,0,0,0,0,-1,2,0,160,0,75,-1,1000,20.0,3.0,0,0.0,-0.01
94,6.162,54.21,0.0441,0.2778,0,0,0,0,-1,2,0,160,0,75,-1,1000,6.0,1.0,0,0.0,-0.01
95,6.204,41.81,0.0542,0.2798,0,0,0,0,-1,2,0,160,0,75,-1,1000,4.0,2.0,0,0.0,-0.0
96,6.25,46.01,0.0536,0.2669,0,0,0,0,-1,2,0,160,0,75,-1,1000,22.0,2.0,0,0.0,-0.0
97,6.294,44.22,0.048,0.2791,0,0,0,0,-1,2,0,160,0,75,-1,1000,9.0,2.0,0,0.0,-0.0
98,6.337,43.46,0.045,0.3135,0,0,0,0,-1,2,0,160,0,75,-1,1000,23.0,0.0,0,-9.41,-3.29
99,6.38,42.3,0.0443,0.3042,0,0,0,0,-1,2,0,160,0,75,-1,1000,12.0,1.0,0,-9.13,-5.33
100,6.427,47.84,0.0414,0.3013,0,0,0,0,-1,2,0,160,0,75,-1,1000,25.0,0.0,0,-9.04,-6.63
101,6.474,46.24,0.0447,0.3034,0,0,0,0,-1,2,0,160,0,75,-1,1000,28.0,4.0,0,-9.1,-7.5
102,6.522,48.86,0.0432,0.3278,0,0,0,0,-1,2,0,160,0,75,-1,1000,26.0,0.0,0,-9.83,-8.31
103,6.574,51.12,0.0377,0.3322,0,0,0,0,-1,2,0,160,0,75,-1,1000,32.0,0.0,0,-9.97,-8.89
104,6.618,44.31,0.0429,0.3516,0,0,0,0,-1,2,0,160,0,75,-1,1000,19.0,0.0,0,-10.55,-9.47
105,6.665,47.13,0.0388,0.3232,0,0,0,0,-1,2,0,160,0,75,-1,1000,31.0,4.0,0,-9.7,-9.55
106,6.713,47.88,0.0428,0.3272,0,0,0,0,-1,2,0,160,0,75,-1,1000,18.0,0.0,0,-9.82,-9.64
107,6.764,50.92,0.0378,0.3166,0,0,0,0,-1,2,0,160,0,75,-1,1000,13.0,0.0,0,-9.5,-9.59
108,6.81,45.74,0.0413,0.3173,0,0,0,0,-1,2,0,160,0,75,-1,1000,31.0,3.0,0,-9.52,-9.57
109,6.854,44.88,0.0421,0.327,0,0,0,0,-1,2,0,160,0,75,-1,1000,3.0,0.0,0,-9.81,-9.65
110,6.9,45.59,0.0478,0.3103,0,0,0,0,-1,2,0,160,0,75,-1,1000,24.0,1.0,0,-9.31,-9.53
111,6.957,56.73,0.0504,0.3368,0,0,0,0,-1,2,0,160,0,75,-1,1000,20.0,0.0,0,-10.1,-9.73
112,7.002,45.61,0.0475,0.3246,0,0,0,0,-1,2,0,160,0,75,-1,1000,34.0,1.0,0,-9.74,-9.73
113,7.05,47.66,0.0468,0.3108,0,0,0,0,-1,2,0,160,0,75,-1,1000,13.0,14.0,0,-9.32,-9.59
114,7.098,48.07,0.0574,0.3009,0,0,0,0,-1,2,0,160,0,75,-1,1000,26.0,5.0,0,-9.03,-9.39
115,7.145,47.28,0.0555,0.2992,0,0,0,0,-1,2,0,160,0,75,-1,1000,12.0,4.0,0,0.0,-6.11
116,7.204,58.16,0.0559,0.3085,0,0,0,0,-1,2,0,64,11,84,1,1000,25.0,4.0,-656.0,-9.26,-7.21
117,7.26,55.97,0.0573,0.3139,0,0,0,0,-1,2,0,65,12,99,1,1000,9.0,1.0,-655.0,-9.42,-7.98
118,7.304,44.74,0.0633,0.3187,0,0,0,0,-1,2,0,65,12,97,1,1000,9.0,2.0,-655.0,-9.56,-8.53
119,7.361,56.73,0.0629,0.2846,0,0,0,0,-1,2,0,65,11,106,1,1000,2.0,5.0,-655.0,-32.75,-17.01
120,7.405,43.74,0.0588,0.3039,0,0,0,0,-1,2,0,65,11,109,1,1000,16.0,2.0,-655.0,-9.12,-14.25
121,7.452,46.95,0.0629,0.3049,0,0,0,0,-1,2,0,64,11,115,1,1000,7.0,2.0,-656.0,-9.15,-12.46
122,7.499,47.19,0.067,0.3078,0,0,0,0,-1,2,0,65,12,116,1,1000,0.0,3.0,-655.0,-9.23,-11.33
123,7.548,49.15,0.0732,0.2972,0,0,0,0,-1,2,0,70,12,120,1,1000,3.0,4.0,-650.0,-32.5,-18.74
124,7.598,50.41,0.0759,0.2667,0,0,0,0,-1,2,0,72,12,126,1,1000,0.0,7.0,-648.0,-32.4,-23.52
125,7.648,49.42,0.0838,0.2311,0,0,0,0,-1,2,0,160,0,75,-1,1000,0.0,2.0,0,0.0,-15.29
126,7.692,44.57,0.0861,0.2098,0,0,0,0,-1,2,0,160,0,75,-1,1000,2.0,3.0,0,0.0,-9.94
127,7.738,45.11,0.0998,0.186,0,0,0,0,-1,2,0,160,0,75,-1,1000,0.0,14.0,0,0.0,-6.46
128,7.789,51.18,0.1118,0.1705,0,0,0,0,-1,2,0,160,0,75,-1,1000,0.0,2.0,0,0.0,-4.2
129,7.834,45.63,0.109,0.1541,0,0,0,0,-1,2,0,160,0,75,-1,1000,0.0,2.0,0,0.0,-2.73
130,7.882,47.5,0.1116,0.1445,0,0,0,0,-1,2,0,107,10,216,1,1000,0.0,1.0,-613.0,-30.65,-12.5
131,7.921,39.6,0.1241,0.1282,0,0,0,0,-1,2,0,160,0,75,-1,1000,0.0,1.0,0,0.0,-8.13
132,7.971,49.44,0.1213,0.132,0,0,0,0,-1,2,0,111,10,258,1,1000,0.0,3.0,-609.0,-30.45,-15.94
133,8.015,44.29,0.1296,0.1276,0,0,0,0,-1,2,0,112,11,265,1,1000,0.0,0.0,-608.0,-30.4,-21.0
134,8.062,47.23,0.129,0.1159,0,0,0,0,-1,2,0,160,0,75,-1,1000,4.0,0.0,0,0.0,-13.65
135,8.105,42.67,0.1298,0.1113,0,0,0,0,-1,2,0,160,0,75,-1,1000,0.0,1.0,0,0.0,-8.87
136,8.151,45.74,0.1395,0.108,0,0,0,0,-1,2,0,160,0,75,-1,1000,0.0,0.0,0,0.0,-5.77
137,8.202,50.77,0.1512,0.0808,0,0,0,0,-1,2,0,160,0,75,-1,1000,0.0,0.0,0,0.0,-3.75
138,8.245,43.25,0.1534,0.0655,0,0,0,0,-1,2,0,139,11,360,1,1000,0.0,0.0,-581.0,-29.05,-12.6
139,8.297,52.58,0.1621,0.0675,0,0,0,0,-1,2,0,160,0,75,-1,1000,1.0,0.0,0,0.0,-8.19
140,8.336,38.91,0.1692,0.0655,0,0,0,0,-1,2,0,160,0,75,-1,1000,0.0,0.0,0,0.0,-5.33
141,8.386,49.24,0.1727,0.0598,0,0,0,0,-1,2,0,160,0,75,-1,1000,7.0,0.0,0,0.0,-3.46
142,8.43,44.42,0.1791,0.0658,0,0,0,0,-1,2,0,160,0,75,-1,1000,0.0,0.0,0,0.0,-2.25
143,8.473,42.68,0.1729,0.0531,0,0,0,0,-1,2,0,159,14,505,1,1000,0.0,0.0,-561.0,-28.05,-11.28
144,8.523,50.02,0.1537,0.0747,0,0,0,0,-1,2,0,162,14,544,1,1000,0.0,0.0,-558.0,-27.9,-17.1
145,8.568,45.51,0.1596,0.0588,0,0,0,0,-1,2,0,163,15,608,1,1000,1.0,0.0,-557.0,-27.85,-20.86
146,8.619,50.55,0.1629,0.0701,0,0,0,0,-1,2,0,166,16,666,1,1000,3.0,1.0,-554.0,-27.7,-23.25
147,8.667,48.33,0.1739,0.0709,0,0,0,0,-1,2,0,169,16,726,1,1000,0.0,1.0,-551.0,-27.55,-24.76
148,8.713,45.82,0.1804,0.0715,0,0,0,0,-1,2,0,180,18,781,1,1000,3.0,0.0,-540.0,-27.0,-25.54
149,8.769,55.87,0.1929,0.0773,0,0,0,0,-1,2,0,195,20,762,1,1000,1.0,0.0,-525.0,-26.25,-25.79
150,8.822,53.08,0.2178,0.0733,0,0,0,0,-1,2,0,215,23,738,1,1000,0.0,9.0,-505.0,-25.25,-25.6
151,8.862,40.4,0.2318,0.0582,0,0,0,0,-1,2,0,227,25,718,1,1000,2.0,0.0,-493.0,-24.65,-25.27
152,8.906,44.03,0.2468,0.0559,0,0,531,0,-1,2,0,239,26,736,1,1000,2.0,4.0,-481.0,-24.05,-24.84
153,8.949,42.86,0.2675,0.0263,0,0,573,0,-1,2,0,261,28,742,1,1000,5.0,33.0,-459.0,-22.95,-24.18
154,8.994,44.88,0.2882,0.0399,0,0,554,0,-1,2,0,270,32,708,1,1000,0.0,86.0,-450.0,-22.5,-23.59
155,9.037,42.71,0.2935,0.0463,0,0,600,0,-1,2,0,286,36,773,1,1000,0.0,35.0,-434.0,-21.7,-22.93
156,9.085,47.94,0.3025,0.0734,0,0,656,0,-1,2,0,300,49,440,1,1000,0.0,71.0,-420.0,9.07,-11.73
157,9.129,44.76,0.3137,0.0876,0,0,882,1,-1,2,0,310,52,414,1,1000,0.0,79.0,-410.0,9.41,-4.33
158,9.175,45.88,0.3253,0.1192,0,0,625,2,-1,2,0,160,0,75,-1,1000,0.0,83.0,0,9.76,0.6
159,9.222,46.77,0.3383,0.1439,0,0,672,0,-1,2,0,160,0,75,-1,1000,0.0,94.0,0,10.15,3.94
160,9.262,40.3,0.3466,0.1623,0,0,638,0,-1,2,0,160,0,75,-1,1000,0.0,84.0,0,10.4,6.2
161,9.304,41.3,0.3534,0.1668,0,0,658,0,-1,2,0,160,0,75,-1,1000,0.0,67.0,0,10.6,7.74
162,9.345,41.52,0.3698,0.1693,0,0,674,0,-1,2,0,160,0,75,-1,1000,0.0,105.0,0,11.09,8.91
163,9.386,41.09,0.3834,0.1722,0,0,800,0,-1,2,0,160,0,75,-1,1000,0.0,97.0,0,11.5,9.82
164,9.434,47.26,0.3916,0.1675,0,0,636,0,-1,2,0,160,0,75,-1,1000,0.0,96.0,0,11.75,10.49
165,9.482,48.77,0.4099,0.1702,0,0,646,0,-1,2,0,160,0,75,-1,1000,0.0,111.0,0,12.3,11.13
166,9.53,47.51,0.4246,0.1649,0,0,786,0,-1,2,0,160,0,75,-1,1000,0.0,75.0,0,12.74,11.69
167,9.575,45.3,0.4468,0.1588,0,0,936,1,-1,2,0,160,0,75,-1,1000,0.0,90.0,0,13.4,12.29
168,9.619,43.9,0.4642,0.1547,0,0,944,1,-1,2,0,160,0,75,-1,1000,0.0,62.0,0,13.93,12.86
169,9.667,48.36,0.4858,0.1316,0,0,909,1,-1,2,0,160,0,75,-1,1000,0.0,90.0,0,14.57,13.46
170,9.719,51.55,0.5095,0.1237,0,0,998,1,-1,2,0,160,0,75,-1,1000,0.0,122.0,0,15.29,14.1
171,9.765,45.8,0.5322,0.1084,0,0,1042,1,-1,2,0,160,0,75,-1,1000,0.0,100.0,0,15.97,14.75
172,9.816,51.47,0.5588,0.0878,0,0,1028,1,-1,2,0,160,0,75,-1,1000,0.0,78.0,0,16.76,15.46
173,9.861,45.19,0.582,0.0758,0,0,936,1,-1,2,0,160,0,75,-1,1000,0.0,102.0,0,17.46,16.16
174,9.91,48.73,0.5802,0.098,0,0,895,1,-1,2,0,160,0,75,-1,1000,0.0,85.0,0,17.4,16.59
175,9.953,42.38,0.5675,0.1029,0,0,0,0,-1,2,0,160,0,75,-1,1000,0.0,102.0,0,17.02,16.75
176,9.997,44.41,0.5315,0.1042,0,0,1039,1,-1,2,0,160,0,75,-1,1000,0.0,125.0,0,15.94,16.47
177,10.046,49.33,0.5282,0.1154,412,0,934,1,-1,2,0,160,0,75,-1,1000,4.0,64.0,0,15.84,16.25
178,10.09,43.85,0.4614,0.1098,557,0,427,0,-1,2,0,160,0,75,-1,1000,4.0,65.0,0,13.84,15.41
179,10.136,46.01,0.4123,0.0904,559,0,493,0,-1,2,0,160,0,75,-1,1000,0.0,85.0,0,12.37,14.34
180,10.177,40.59,0.3271,0.0994,673,0,604,0,-1,2,0,160,0,75,-1,1000,4.0,97.0,0,9.81,12.76
181,10.227,50.5,0.2623,0.0935,782,1,668,0,-1,2,0,160,0,75,-1,1000,8.0,78.0,0,0.0,8.29
182,10.272,44.56,0.1397,0.098,925,1,863,1,-1,2,0,160,0,75,-1,1000,2.0,54.0,0,0.0,5.39
183,10.314,42.49,0.1246,0.0976,1005,1,1020,1,-1,2,0,160,0,75,-1,1000,8.0,49.0,0,0.0,3.5
184,10.582,267.97,0.1195,0.0991,676,2,1141,1,-1,3,0,160,0,75,-1,1000,49.0,22.0,0,0.0,2.28
185,10.624,41.87,0.1453,0.1173,0,0,2067,1,-1,3,0,170,14,332,0,1000,8.0,106.0,200,10.0,4.98
186,10.667,43.04,0.1513,0.1093,0,0,1963,1,-1,3,0,182,13,398,0,1000,31.0,82.0,212,10.6,6.95
187,10.715,47.87,0.1482,0.1051,0,0,1852,1,-1,3,0,190,13,367,0,1000,27.0,129.0,220,11.0,8.37
188,10.762,46.99,0.145,0.111,0,0,1066,1,-1,3,0,160,0,75,-1,1000,44.0,202.0,0,0.0,5.44
189,10.808,45.66,0.143,0.1201,0,0,0,2,-1,3,0,196,15,308,0,1000,48.0,177.0,226,11.3,7.49
190,10.858,50.86,0.14,0.103,0,0,0,0,-1,3,0,194,15,379,0,1000,8.0,141.0,224,11.2,8.79
191,10.898,39.21,0.1497,0.1089,0,0,0,0,-1,3,0,190,16,411,0,1000,6.0,155.0,220,11.0,9.56
192,10.946,48.04,0.1477,0.0984,0,0,0,0,-1,3,0,186,15,485,0,1000,4.0,83.0,216,10.8,10.0
193,10.986,40.24,0.1505,0.1123,0,0,0,0,-1,3,0,182,16,513,0,1000,8.0,121.0,212,10.6,10.21
194,11.035,49.02,0.1582,0.129,0,0,0,0,-1,3,0,179,17,502,0,1000,3.0,133.0,209,10.45,10.29
195,11.082,47.16,0.1599,0.1258,0,0,0,0,-1,3,0,173,16,559,0,1000,7.0,110.0,203,10.15,10.24
196,11.13,47.41,0.1646,0.1625,0,0,0,0,-1,3,0,167,17,654,0,1000,8.0,260.0,197,9.85,10.11
197,11.175,45.85,0.163,0.1743,0,0,0,0,-1,3,0,161,17,701,0,1000,37.0,393.0,191,9.55,9.91
198,11.217,41.53,0.1664,0.1669,0,0,0,0,-1,3,0,154,18,743,0,1000,44.0,249.0,184,9.2,9.66
199,11.26,42.64,0.1653,0.201,0,0,0,0,-1,3,0,146,20,776,0,1000,132.0,134.0,176,8.8,9.36
200,11.306,46.75,0.1749,0.2149,0,0,0,0,-1,3,0,142,21,858,0,1000,110.0,106.0,172,8.6,9.09
201,11.349,43.01,0.1736,0.2332,0,0,0,0,-1,3,0,133,22,931,0,1000,139.0,59.0,163,8.15,8.76
202,11.392,42.36,0.1735,0.2395,0,0,0,0,-1,3,0,124,22,1105,0,1000,93.0,100.0,154,7.7,8.39
203,11.437,44.92,0.1811,0.2506,0,0,0,0,-1,3,0,115,24,1221,0,1000,128.0,79.0,145,7.25,7.99
204,11.486,49.52,0.1892,0.2723,0,0,0,0,-1,3,0,108,26,1307,0,1000,166.0,87.0,138,6.9,7.61
205,11.536,49.69,0.1944,0.2728,0,0,0,0,-1,3,0,93,28,1528,0,1000,155.0,73.0,123,6.15,7.1
206,11.582,46.24,0.2014,0.2707,0,0,2197,1,-1,3,0,84,30,1742,0,1000,121.0,102.0,0,0.0,4.61
207,11.631,48.56,0.2141,0.2719,0,0,0,0,-1,3,0,76,31,1764,0,1000,241.0,81.0,0,0.0,3.0
208,11.677,46.2,0.2243,0.2851,0,0,0,0,-1,3,0,59,35,2160,0,1000,255.0,84.0,0,0.0,1.95
