cycle,t_s,dt_ms,left_wall,right_wall,blue_px,blue_state,orange_px,orange_state,direction,quadrant,traffic_light,target_x,target_y,target_area,target_type,parking_area,purple_left,purple_right,Err,dir_raw,dir_cmd
92,6.112,49.51,0.0345,0.3835,0,0,0,0,-1,1,0,160,0,75,-1,1000,37.0,6.0,0,-11.51,-11.02
93,6.159,47.2,0.0392,0.3577,0,0,0,0,-1,1,0,160,0,75,-1,1000,31.0,5.0,0,-10.73,-10.92
94,6.208,48.68,0.0404,0.3445,0,0,0,0,-1,1,0,160,0,75,-1,1000,24.0,5.0,0,-10.34,-10.72
95,6.262,54.21,0.0417,0.3763,0,0,0,0,-1,1,0,53,12,86,1,1000,31.0,3.0,-667.0,-11.29,-10.92
96,6.31,48.29,0.0426,0.3493,0,0,0,0,-1,1,0,52,12,78,1,1000,26.0,5.0,-668.0,-10.48,-10.76
97,6.364,53.76,0.0409,0.3348,0,0,0,0,-1,1,0,52,12,79,1,1000,17.0,8.0,-668.0,-10.05,-10.51
98,6.409,45.59,0.0484,0.3335,0,0,0,0,-1,1,0,53,13,99,1,1000,10.0,5.0,-667.0,-10.01,-10.33
99,6.458,48.62,0.0447,0.3259,0,0,0,0,-1,1,0,52,12,106,1,1000,2.0,3.0,-668.0,-9.78,-10.14
100,6.504,45.68,0.0441,0.3261,0,0,0,0,-1,1,0,53,14,109,1,1000,0.0,6.0,-667.0,-9.78,-10.01
101,6.557,53.15,0.05,0.3011,0,0,0,0,-1,1,0,52,13,112,1,1000,2.0,3.0,-668.0,-9.03,-9.67
102,6.6,43.47,0.0573,0.2949,0,0,0,0,-1,1,0,160,0,75,-1,1000,2.0,1.0,0,0.0,-6.29
103,6.653,52.12,0.0514,0.3084,0,0,0,0,-1,1,0,52,13,124,1,1000,0.0,2.0,-668.0,-9.25,-7.32
104,6.705,52.78,0.052,0.3023,0,0,0,0,-1,1,0,52,13,135,1,1000,2.0,3.0,-668.0,-9.07,-7.94
105,6.757,51.8,0.0586,0.3175,0,0,0,0,-1,1,0,52,14,153,1,1000,1.0,1.0,-668.0,-9.53,-8.49
106,6.804,46.82,0.0549,0.3006,0,0,0,0,-1,1,0,160,0,75,-1,1000,1.0,3.0,0,-9.02,-8.68
107,6.852,48.0,0.0562,0.2759,0,0,0,0,-1,1,0,52,14,157,1,1000,8.0,5.0,-668.0,-33.4,-17.33
108,6.902,50.28,0.0589,0.2531,0,0,0,0,-1,1,0,52,15,163,1,1000,2.0,3.0,-668.0,-33.4,-22.95
109,6.949,46.53,0.0595,0.2695,0,0,0,0,-1,1,0,50,16,175,1,1000,13.0,11.0,-670.0,-33.5,-26.65
110,6.99,41.11,0.0604,0.2252,0,0,0,0,-1,1,0,52,15,189,1,1000,12.0,0.0,-668.0,-33.4,-29.01
111,7.04,49.91,0.068,0.217,0,0,0,0,-1,1,0,57,14,178,1,1000,14.0,2.0,-663.0,-33.15,-30.46
112,7.087,46.95,0.0847,0.1617,0,0,0,0,-1,1,0,71,14,199,1,1000,9.0,3.0,-649.0,-32.45,-31.16
113,7.136,49.53,0.0948,0.1341,0,0,0,0,-1,1,0,78,13,220,1,1000,2.0,4.0,-642.0,-32.1,-31.49
114,7.178,41.92,0.1057,0.1143,0,0,0,0,-1,1,0,160,0,75,-1,1000,18.0,2.0,0,0.0,-20.47
115,7.225,46.9,0.122,0.1138,0,0,0,0,-1,1,0,96,12,244,1,1000,18.0,12.0,-624.0,-31.2,-24.22
116,7.269,43.76,0.1292,0.0941,0,0,0,0,-1,1,0,104,11,261,1,1000,13.0,1.0,-616.0,-30.8,-26.52
117,7.314,45.37,0.14,0.0829,0,0,0,0,-1,1,0,114,11,271,1,1000,2.0,0.0,-606.0,-30.3,-27.85
118,7.358,43.74,0.1429,0.0756,0,0,0,0,-1,1,0,120,11,292,1,1000,4.0,1.0,-600.0,-30.0,-28.6
119,7.404,46.36,0.155,0.0527,0,0,0,0,-1,1,0,128,11,288,1,1000,2.0,0.0,-592.0,-29.6,-28.95
120,7.453,48.79,0.1663,0.0377,0,0,0,0,-1,1,0,138,11,294,1,1000,11.0,1.0,-582.0,-29.1,-29.0
121,7.5,47.17,0.1753,0.0348,0,0,0,0,-1,1,0,160,0,75,-1,1000,15.0,0.0,0,0.0,-18.85
122,7.55,49.97,0.1809,0.022,0,0,0,0,-1,1,0,156,11,329,1,1000,7.0,4.0,-564.0,-28.2,-22.12
123,7.601,51.26,0.1862,0.0264,0,0,0,0,-1,1,0,160,0,75,-1,1000,3.0,5.0,0,0.0,-14.38
124,7.646,44.91,0.1765,0.0148,0,0,0,0,-1,1,0,160,0,75,-1,1000,1.0,7.0,0,0.0,-9.35
125,7.694,47.17,0.1827,0.015,0,0,0,0,-1,1,0,185,13,353,1,1000,1.0,5.0,-535.0,-26.75,-15.44
126,7.736,42.89,0.1789,0.0155,0,0,0,0,-1,1,0,194,13,373,1,1000,2.0,5.0,-526.0,-26.3,-19.24
127,7.784,47.18,0.185,0.0146,0,0,0,0,-1,1,0,199,13,392,1,1000,1.0,6.0,-521.0,-26.05,-21.62
128,7.825,41.28,0.1887,0.0152,0,0,0,0,-1,1,0,204,14,384,1,1000,2.0,6.0,-516.0,-25.8,-23.09
129,7.869,44.6,0.1938,0.007,0,0,0,0,-1,1,0,209,14,404,1,1000,0.0,4.0,-511.0,-25.55,-23.95
130,7.912,42.32,0.202,0.013,0,0,0,0,-1,1,0,215,15,381,1,1000,0.0,7.0,-505.0,-25.25,-24.4
131,7.96,48.43,0.2127,0.0039,0,0,419,0,-1,1,0,225,16,348,1,1000,1.0,5.0,-495.0,-24.75,-24.52
132,8.003,42.33,0.2332,0.0108,0,0,405,0,-1,1,0,237,17,365,1,1000,4.0,4.0,-483.0,-24.15,-24.39
133,8.047,44.13,0.2338,0.022,0,0,433,0,-1,1,0,244,18,358,1,1000,0.0,11.0,-476.0,-23.8,-24.19
134,8.09,43.73,0.2384,0.0329,0,0,390,0,-1,1,0,254,21,282,1,1000,0.0,43.0,-466.0,-23.3,-23.88
135,8.135,44.44,0.247,0.0508,0,0,0,0,-1,1,0,267,23,288,1,1000,0.0,57.0,-453.0,-22.65,-23.45
136,8.205,70.21,0.2556,0.0592,0,0,394,0,-1,1,0,280,26,277,1,1000,0.0,74.0,-440.0,-22.0,-22.94
137,8.259,53.64,0.2686,0.08,0,0,343,0,-1,1,0,294,29,283,1,1000,0.0,92.0,-426.0,-21.3,-22.37
138,8.304,44.92,0.2687,0.1129,0,0,0,0,-1,1,0,160,0,75,-1,1000,0.0,94.0,0,0.0,-14.54
139,8.344,40.45,0.2798,0.12,0,0,341,0,-1,1,0,160,0,75,-1,1000,0.0,88.0,0,0.0,-9.45
140,8.387,42.7,0.2763,0.1405,0,0,0,0,-1,1,0,160,0,75,-1,1000,0.0,104.0,0,0.0,-6.14
141,8.433,45.85,0.2763,0.1508,0,0,0,0,-1,1,0,160,0,75,-1,1000,0.0,55.0,0,0.0,-3.99
142,8.477,44.67,0.276,0.1658,0,0,0,0,-1,1,0,160,0,75,-1,1000,0.0,2.0,0,0.0,-2.6
143,8.522,44.35,0.2823,0.1721,0,0,0,0,-1,1,0,160,0,75,-1,1000,0.0,7.0,0,0.0,-1.69
144,8.569,47.64,0.2875,0.1821,0,0,198,0,-1,1,0,160,0,75,-1,1000,0.0,1.0,0,0.0,-1.1
145,8.61,40.57,0.2917,0.2032,0,0,0,0,-1,1,0,160,0,75,-1,1000,0.0,4.0,0,0.0,-0.71
146,8.656,46.53,0.3047,0.2091,0,0,0,0,-1,1,0,160,0,75,-1,1000,0.0,6.0,0,9.14,2.74
147,8.705,48.59,0.3069,0.2176,0,0,475,0,-1,1,0,160,0,75,-1,1000,0.0,4.0,0,9.21,5.0
148,8.751,45.86,0.3276,0.2203,0,0,0,0,-1,1,0,160,0,75,-1,1000,0.0,0.0,0,9.83,6.69
149,8.8,49.43,0.3459,0.2454,0,0,591,0,-1,1,0,160,0,75,-1,1000,0.0,1.0,0,10.38,7.98
150,8.841,40.93,0.3759,0.2375,0,0,685,0,-1,1,0,160,0,75,-1,1000,0.0,1.0,0,11.28,9.13
151,8.889,47.38,0.3898,0.2362,0,0,752,0,-1,1,0,160,0,75,-1,1000,0.0,1.0,0,11.69,10.03
152,8.938,49.08,0.4115,0.2566,0,0,698,0,-1,1,0,160,0,75,-1,1000,0.0,0.0,0,12.34,10.84
153,8.986,48.17,0.4384,0.2515,0,0,965,1,-1,1,0,160,0,75,-1,1000,0.0,1.0,0,13.15,11.65
154,9.033,47.29,0.4682,0.2679,0,0,943,1,-1,1,0,160,0,75,-1,1000,0.0,2.0,0,14.05,12.49
155,9.079,45.72,0.4939,0.257,0,0,993,1,-1,1,0,160,0,75,-1,1000,0.0,0.0,0,14.82,13.3
156,9.131,52.2,0.5287,0.2419,0,0,1185,1,-1,1,0,160,0,75,-1,1000,0.0,1.0,0,15.86,14.2
157,9.182,51.28,0.5673,0.2458,0,0,1042,1,-1,1,0,160,0,75,-1,1000,0.0,20.0,0,17.02,15.19
158,9.23,48.11,0.5991,0.2267,0,0,1124,1,-1,1,0,160,0,75,-1,1000,0.0,78.0,0,17.97,16.16
159,9.278,47.17,0.6193,0.2007,0,0,1116,1,-1,1,0,160,0,75,-1,1000,0.0,112.0,0,18.58,17.01
160,9.325,47.81,0.6617,0.1964,0,0,1169,1,-1,1,0,160,0,75,-1,1000,0.0,123.0,0,19.85,18.0
161,9.369,43.39,0.6904,0.1856,0,0,1194,1,-1,1,0,160,0,75,-1,1000,0.0,116.0,0,20.71,18.95
162,9.414,45.09,0.7298,0.1469,0,0,1159,1,-1,1,0,160,0,75,-1,1000,0.0,103.0,0,21.9,19.98
163,9.459,45.37,0.7678,0.1156,0,0,1183,1,-1,1,0,160,0,75,-1,1000,0.0,128.0,0,23.03,21.05
164,9.508,48.96,0.7693,0.1042,0,0,1239,1,-1,1,0,160,0,75,-1,1000,6.0,99.0,0,23.08,21.76
165,9.553,44.68,0.7997,0.0785,0,0,1123,1,-1,1,0,160,0,75,-1,1000,0.0,130.0,0,23.99,22.54
166,9.601,47.81,0.8157,0.0642,0,0,940,1,-1,1,0,160,0,75,-1,1000,2.0,135.0,0,24.47,23.22
167,9.648,46.94,0.8057,0.0245,0,0,0,2,-1,2,0,160,0,75,-1,1000,3.0,105.0,0,24.17,23.55
168,9.705,57.26,0.7727,0.0241,0,0,0,0,-1,2,0,160,0,75,-1,1000,2.0,124.0,0,23.18,23.42
169,9.755,50.42,0.689,0.0303,0,0,661,0,-1,2,0,160,0,75,-1,1000,4.0,122.0,0,20.67,22.46
170,9.798,42.87,0.567,0.056,0,0,0,0,-1,2,0,160,0,75,-1,1000,1.0,130.0,0,17.01,20.55
171,9.842,43.71,0.4343,0.0669,0,0,0,0,-1,2,0,160,0,75,-1,1000,4.0,72.0,0,13.03,17.92
172,9.887,45.09,0.3609,0.0783,0,0,0,0,-1,2,0,160,0,75,-1,1000,89.0,19.0,0,10.83,15.44
173,9.93,42.94,0.2478,0.0791,0,0,0,0,-1,2,0,160,0,75,-1,1000,118.0,1.0,0,0.0,10.03
174,9.977,46.89,0.1392,0.0794,0,0,383,0,-1,2,0,314,66,248,1,1000,195.0,0.0,-311.95,-15.6,1.06
175,10.022,45.29,0.1045,0.0873,0,0,437,0,-1,2,0,312,60,700,1,1000,143.0,1.0,-355.15,-17.76,-5.52
176,10.071,49.1,0.1016,0.0898,583,0,434,0,-1,2,1,310,58,1150,1,1000,166.0,0.0,-370.89,-18.54,-10.08
177,10.117,46.11,0.0988,0.1058,0,0,0,0,-1,2,1,310,63,1056,1,1000,196.0,0.0,-336.55,-16.83,-12.44
178,10.161,43.4,0.099,0.1044,0,0,0,0,-1,2,1,311,71,800,1,1000,185.0,1.0,-280.62,-14.03,-13.0
179,10.206,45.53,0.1014,0.0859,0,0,0,0,-1,2,1,313,82,400,1,1000,156.0,0.0,-203.08,-10.15,-12.0
180,10.25,43.31,0.1035,0.1106,0,0,0,0,-1,2,1,316,93,78,1,1000,192.0,0.0,-124.54,-6.23,-9.98
181,10.292,42.88,0.1078,0.1,835,1,536,0,-1,2,1,160,0,75,-1,1000,242.0,0.0,0,0.0,-6.49
182,10.34,47.02,0.1121,0.1041,0,2,637,0,-1,3,1,160,0,75,-1,1000,213.0,1.0,0,0.0,-4.22
183,10.381,41.58,0.1168,0.1069,0,0,698,0,-1,3,1,160,0,75,-1,1000,268.0,1.0,0,0.0,-2.74
184,10.434,52.8,0.1165,0.1184,917,1,767,0,-1,3,1,160,0,75,-1,1000,182.0,2.0,0,0.0,-1.78
185,10.478,43.96,0.1185,0.1153,1138,1,891,1,-1,3,1,160,0,75,-1,1000,216.0,0.0,0,0.0,-1.16
186,10.525,47.36,0.1245,0.1206,1187,1,954,1,-1,3,1,160,0,75,-1,1000,233.0,0.0,0,0.0,-0.75
187,10.574,48.59,0.1288,0.1281,0,0,1060,1,-1,3,1,160,0,75,-1,1000,215.0,0.0,0,0.0,-0.49
188,10.622,48.6,0.129,0.1295,0,0,1092,1,-1,3,1,160,0,75,-1,1000,315.0,0.0,0,0.0,-0.32
189,10.669,46.29,0.1322,0.1441,0,0,1029,1,-1,3,1,160,0,75,-1,1000,329.0,0.0,0,0.0,-0.21
190,10.715,46.17,0.1252,0.1387,0,0,1096,1,-1,3,1,160,0,75,-1,1000,306.0,0.0,0,0.0,-0.13
191,10.761,45.84,0.1338,0.1495,0,0,1084,1,-1,3,1,160,0,75,-1,1000,429.0,0.0,0,0.0,-0.09
192,10.808,47.53,0.124,0.1559,0,0,967,1,-1,3,1,160,0,75,-1,1000,319.0,0.0,0,0.0,-0.06
193,10.854,45.29,0.131,0.1655,0,0,939,1,-1,3,1,160,0,75,-1,1000,411.0,0.0,0,0.0,-0.04
194,10.901,47.11,0.1261,0.167,0,0,0,2,-1,3,1,160,0,75,-1,1000,358.0,1.0,0,0.0,-0.02
195,10.948,47.67,0.1445,0.1817,0,0,0,0,-1,3,1,160,0,75,-1,1000,521.0,0.0,0,0.0,-0.02
196,10.993,44.97,0.1578,0.1842,0,0,0,0,-1,3,1,160,0,75,-1,1000,581.0,0.0,0,0.0,-0.01
197,11.036,43.04,0.1593,0.1957,0,0,0,0,-1,3,1,54,21,403,0,1000,514.0,0.0,0,0.0,-0.01
198,11.082,45.35,0.1775,0.2065,0,0,0,0,-1,3,1,48,21,418,0,1000,590.0,1.0,0,0.0,-0.0
199,11.132,50.54,0.1918,0.2179,0,0,0,0,-1,3,1,42,26,469,0,1000,708.0,0.0,0,0.0,-0.0
200,11.177,44.4,0.1909,0.2258,0,0,0,0,-1,3,1,38,28,696,0,1000,619.0,0.0,0,0.0,-0.0
201,11.227,49.97,0.2007,0.2325,0,0,0,0,-1,3,1,31,24,536,0,1000,563.0,0.0,0,0.0,-0.0
202,11.274,47.26,0.2248,0.238,0,0,0,0,-1,3,1,24,28,689,0,1000,559.0,1.0,0,0.0,-0.0
203,11.321,47.19,0.2206,0.2459,0,0,0,0,-1,3,1,18,31,753,0,1000,542.0,2.0,0,0.0,-0.0
204,11.365,44.22,0.2388,0.2494,0,0,0,0,-1,3,1,12,32,866,0,1000,426.0,21.0,0,0.0,-0.0
205,11.413,47.74,0.261,0.2629,0,0,0,0,-1,3,1,9,37,740,0,1000,372.0,62.0,0,0.0,-0.0
206,11.46,46.97,0.2776,0.277,0,0,0,0,-1,3,1,160,0,75,-1,1000,322.0,210.0,0,0.0,-0.0
