cycle,t_s,dt_ms,left_wall,right_wall,blue_px,blue_state,orange_px,orange_state,direction,quadrant,traffic_light,target_x,target_y,target_area,target_type,parking_area,purple_left,purple_right,Err,dir_raw,dir_cmd
20,2.472,52.86,0.4109,0.1093,0,0,0,0,1,0,-1,160,0,75,-1,1000,0.0,52.0,0,12.33,13.0
21,2.514,41.87,0.3895,0.1168,0,0,0,0,1,0,-1,160,0,75,-1,1000,0.0,66.0,0,11.68,12.54
22,2.56,45.65,0.3662,0.1167,0,0,0,0,1,0,-1,160,0,75,-1,1000,0.0,112.0,0,10.99,12.0
23,2.605,45.1,0.345,0.1166,0,0,0,0,1,0,-1,160,0,75,-1,1000,0.0,77.0,0,10.35,11.42
24,2.65,45.55,0.3174,0.107,0,0,0,0,1,0,-1,160,0,75,-1,1000,0.0,101.0,0,9.52,10.76
25,2.7,49.25,0.3087,0.1085,0,0,0,0,1,0,-1,160,0,75,-1,1000,0.0,87.0,0,9.26,10.23
26,2.745,45.73,0.28,0.0983,0,0,0,0,1,0,-1,160,0,75,-1,1000,0.0,107.0,0,0.0,6.65
27,2.789,44.06,0.2744,0.0948,0,0,0,0,1,0,-1,160,0,75,-1,1000,0.0,52.0,0,0.0,4.32
28,2.839,49.84,0.2595,0.1001,0,0,0,0,1,0,-1,160,0,75,-1,1000,0.0,90.0,0,0.0,2.81
29,2.883,43.49,0.2394,0.1023,0,0,0,0,1,0,-1,160,0,75,-1,1000,0.0,102.0,0,0.0,1.83
30,2.927,44.85,0.2245,0.1068,0,0,0,0,1,0,-1,160,0,75,-1,1000,0.0,92.0,0,0.0,1.19
31,2.977,49.22,0.2033,0.107,0,0,0,0,1,0,-1,160,0,75,-1,1000,0.0,128.0,0,0.0,0.77
32,3.021,44.42,0.1957,0.1057,0,0,0,0,1,0,0,212,19,957,0,1000,0.0,70.0,242,12.1,4.74
33,3.072,50.7,0.1876,0.105,0,0,0,0,1,0,0,206,20,1008,0,1000,0.0,64.0,236,11.8,7.21
34,3.112,40.51,0.1771,0.0924,0,0,0,0,1,0,0,202,20,1159,0,1000,0.0,54.0,232,11.6,8.75
35,3.16,47.65,0.1635,0.1039,0,0,0,0,1,0,0,197,20,1181,0,1000,0.0,112.0,227,11.35,9.66
36,3.21,49.59,0.163,0.1099,0,0,0,0,1,0,0,189,22,1375,0,1000,0.0,66.0,219,10.95,10.11
37,3.253,43.38,0.1551,0.1019,0,0,0,0,1,0,0,180,23,1548,0,1000,0.0,79.0,210,10.5,10.25
38,3.301,47.64,0.1533,0.1035,0,0,0,0,1,0,0,175,24,1636,0,1000,5.0,121.0,205,10.25,10.25
39,3.349,48.0,0.1427,0.1097,0,0,2263,1,1,0,0,167,25,1884,0,1000,8.0,95.0,197,9.85,10.11
40,3.399,50.09,0.1375,0.1093,0,0,2613,1,1,0,0,158,27,2210,0,1000,60.0,66.0,188,9.4,9.86
41,3.445,45.83,0.1278,0.0914,0,0,2925,1,1,0,0,147,29,2490,0,1000,114.0,82.0,177,8.85,9.51
42,3.496,51.55,0.1285,0.1041,0,0,3473,1,1,0,0,136,31,2892,0,1000,213.0,22.0,166,8.3,9.08
43,3.541,44.56,0.1271,0.106,0,0,4073,1,1,0,0,124,35,3348,0,1000,234.0,12.0,154,7.7,8.6
44,3.59,48.88,0.14,0.1115,0,0,4654,1,1,0,0,107,41,3525,0,1000,359.0,0.0,137,6.85,7.99
45,3.634,44.88,0.1386,0.1184,0,0,5026,1,1,0,0,160,0,75,-1,1000,358.0,0.0,0,0.0,5.19
46,3.685,50.67,0.1628,0.1286,0,0,5407,1,1,0,0,160,0,75,-1,1000,650.0,0.0,0,0.0,3.37
47,3.73,44.74,0.1565,0.1433,0,0,6344,1,1,0,0,160,0,75,-1,1000,578.0,0.0,0,0.0,2.19
48,3.78,50.15,0.1538,0.1598,0,0,378,2,1,1,0,33,68,5548,0,1000,615.0,0.0,63,3.15,2.53
49,3.826,46.01,0.1578,0.1796,0,0,3841,1,1,1,0,160,0,75,-1,1000,585.0,0.0,0,0.0,1.64
50,3.876,50.1,0.1249,0.2091,0,0,1992,1,1,1,0,160,0,75,-1,1000,255.0,0.0,0,0.0,1.07
51,3.93,53.53,0.1056,0.2477,0,0,717,0,1,1,0,160,0,75,-1,1000,61.0,0.0,0,0.0,0.69
52,3.976,46.23,0.0971,0.2963,0,0,744,0,1,1,0,160,0,75,-1,1000,24.0,0.0,0,0.0,0.45
53,4.022,45.82,0.0841,0.3399,0,0,790,0,1,1,0,160,0,75,-1,1000,22.0,0.0,0,-13.6,-4.47
54,4.063,41.45,0.086,0.4102,0,0,812,0,1,1,0,160,0,75,-1,1000,26.0,0.0,0,-16.41,-8.64
55,4.117,54.32,0.1143,0.4517,0,0,812,0,1,1,0,160,0,75,-1,1000,54.0,0.0,0,-18.07,-11.94
56,4.163,45.27,0.1447,0.4963,0,0,871,1,1,1,0,160,0,75,-1,1000,47.0,0.0,0,-19.85,-14.71
57,4.218,55.74,0.1465,0.538,0,0,942,1,1,1,0,32,20,403,0,1000,35.0,0.0,62,-21.52,-17.1
58,4.265,46.74,0.1595,0.573,0,0,1045,1,1,1,0,29,22,427,0,1000,41.0,0.0,59,-22.92,-19.13
59,4.321,56.08,0.1497,0.6454,310,0,1245,1,1,1,0,29,22,464,0,1000,39.0,0.0,59,-25.82,-21.47
60,4.363,41.43,0.1313,0.6962,363,0,2062,1,1,1,0,30,23,480,0,1000,40.0,3.0,60,-27.85,-23.7
61,4.417,54.68,0.1089,0.7462,490,0,1822,1,1,1,0,33,23,482,0,1000,47.0,0.0,63,-29.85,-25.85
62,4.463,45.4,0.1145,0.7238,648,0,2209,1,1,1,0,39,23,542,0,1000,47.0,0.0,69,-28.95,-26.94
63,4.522,58.94,0.1285,0.6782,838,1,1720,1,1,1,0,49,22,536,0,1000,72.0,0.0,79,-27.13,-27.01
64,4.585,63.54,0.1384,0.611,1155,1,0,0,1,1,0,59,22,607,0,1000,61.0,5.0,89,-24.44,-26.11
65,4.632,46.95,0.1414,0.4098,1890,1,0,0,1,1,0,75,21,710,0,1000,44.0,6.0,105,-16.39,-22.71
66,4.674,41.79,0.1469,0.3357,2298,1,0,0,1,1,0,80,20,733,0,1000,51.0,3.0,110,-13.43,-19.46
67,4.719,45.27,0.1569,0.205,2251,1,0,0,1,1,0,90,21,812,0,1000,34.0,17.0,120,6.0,-10.55
68,4.768,48.64,0.1629,0.1352,1715,1,0,0,1,1,0,98,22,869,0,1000,61.0,36.0,128,6.4,-4.62
69,4.811,42.83,0.1622,0.1138,1447,1,0,0,1,1,0,109,22,961,0,1000,44.0,35.0,139,6.95,-0.57
70,4.853,42.24,0.1619,0.1159,1126,1,0,0,1,1,0,113,22,1046,0,1000,53.0,0.0,143,7.15,2.13
71,4.9,47.35,0.1634,0.1148,1087,1,0,0,1,1,0,117,22,1106,0,1000,48.0,0.0,147,7.35,3.96
72,4.943,42.32,0.1611,0.1151,0,2,0,0,1,1,0,116,23,1215,0,1000,42.0,0.0,146,7.3,5.13
73,4.985,42.74,0.1596,0.1217,0,0,0,0,1,1,0,111,24,1308,0,1000,59.0,1.0,141,7.05,5.8
74,5.031,45.9,0.1588,0.1181,0,0,0,0,1,1,0,107,26,1376,0,1000,43.0,0.0,137,6.85,6.17
75,5.076,45.04,0.1561,0.114,0,0,0,0,1,1,0,100,27,1512,0,1000,58.0,0.0,130,6.5,6.28
76,5.128,51.74,0.1532,0.1118,0,0,0,0,1,1,0,92,29,1626,0,1000,63.0,0.0,122,6.1,6.22
77,5.172,44.09,0.1586,0.1088,0,0,0,0,1,1,0,83,31,1764,0,1000,75.0,0.0,113,5.65,6.02
78,5.216,44.0,0.16,0.1027,0,0,0,0,1,1,0,74,34,1920,0,1000,103.0,0.0,104,5.2,5.73
79,5.257,40.83,0.1604,0.1071,0,0,0,0,1,1,0,61,38,2111,0,1000,128.0,24.0,91,4.55,5.32
80,5.311,53.68,0.1569,0.1103,0,0,0,0,1,1,0,50,42,2401,0,1000,131.0,30.0,80,4.0,4.86
81,5.354,43.46,0.1565,0.1077,0,0,0,0,1,1,0,36,47,2635,0,1000,167.0,55.0,66,3.3,4.31
82,5.395,40.67,0.1618,0.1008,0,0,0,0,1,1,0,26,50,2792,0,1000,210.0,64.0,56,2.8,3.78
83,5.44,44.82,0.1765,0.1028,0,0,0,0,1,1,0,17,58,2458,0,1000,122.0,58.0,47,2.35,3.28
84,5.483,43.72,0.1916,0.09,0,0,0,0,1,1,0,11,69,1700,0,1000,84.0,48.0,41,2.05,2.85
85,5.528,44.22,0.2018,0.0832,0,0,0,0,1,1,0,8,90,628,0,1000,61.0,67.0,38,1.9,2.52
86,5.571,43.7,0.1998,0.0933,0,0,0,0,1,1,0,248,10,90,1,1000,16.0,41.0,0,0.0,1.64
87,5.629,58.16,0.2015,0.084,0,0,0,0,1,1,0,246,9,94,1,1000,1.0,32.0,0,0.0,1.06
88,5.672,43.09,0.2021,0.0721,0,0,0,0,1,1,0,242,8,100,1,1000,0.0,38.0,0,0.0,0.69
89,5.72,47.43,0.2126,0.0857,0,0,0,0,1,1,0,239,9,101,1,1000,0.0,53.0,0,0.0,0.45
90,5.763,43.26,0.2137,0.0722,0,0,0,0,1,1,0,237,9,107,1,1000,0.0,49.0,0,0.0,0.29
91,5.813,49.87,0.2187,0.0853,0,0,0,0,1,1,0,234,9,118,1,1000,0.0,49.0,0,0.0,0.19
92,5.859,46.1,0.2223,0.0853,0,0,0,0,1,1,0,231,9,112,1,1000,0.0,49.0,0,0.0,0.12
93,5.909,49.6,0.2289,0.0785,0,0,0,0,1,1,0,228,9,125,1,1000,0.0,38.0,0,0.0,0.08
94,5.955,46.74,0.233,0.0843,0,0,0,0,1,1,0,225,9,130,1,1000,0.0,44.0,0,0.0,0.05
95,5.998,42.44,0.2342,0.0763,0,0,0,0,1,1,0,221,9,133,1,1000,0.0,47.0,0,0.0,0.03
96,6.043,45.28,0.2358,0.0645,0,0,0,0,1,1,0,218,8,141,1,1000,0.0,35.0,-502.0,-25.1,-8.76
97,6.084,40.72,0.2484,0.0744,0,0,0,0,1,1,0,216,9,149,1,1000,0.0,67.0,-504.0,-25.2,-14.52
98,6.14,56.16,0.2584,0.0658,0,0,0,0,1,1,0,213,9,156,1,1000,0.0,51.0,-507.0,-25.35,-18.31
99,6.182,42.28,0.2496,0.0597,0,0,0,0,1,1,0,211,9,160,1,1000,0.0,51.0,-509.0,-25.45,-20.81
100,6.232,49.65,0.258,0.0707,0,0,0,0,1,1,0,214,10,171,1,1000,0.0,57.0,-506.0,-25.3,-22.38
101,6.28,47.71,0.2619,0.0672,0,0,0,0,1,1,0,220,10,171,1,1000,0.0,47.0,-500.0,-25.0,-23.3
102,6.322,42.29,0.2711,0.0669,0,0,0,0,1,1,0,230,10,180,1,1000,0.0,67.0,0,0.0,-15.14
103,6.37,47.83,0.2779,0.0757,0,0,0,0,1,1,0,242,12,178,1,1000,0.0,67.0,0,0.0,-9.84
104,6.413,43.24,0.2771,0.0934,0,0,0,0,1,1,0,257,14,174,1,1000,0.0,59.0,0,0.0,-6.4
105,6.46,46.61,0.2812,0.102,0,0,0,0,1,1,0,269,15,182,1,1000,0.0,0.0,0,0.0,-4.16
106,6.504,44.65,0.279,0.1059,0,0,0,0,1,1,0,278,15,206,1,1000,0.0,0.0,0,0.0,-2.7
107,6.549,44.89,0.2929,0.1176,0,0,0,0,1,1,0,281,17,214,1,1000,0.0,0.0,0,0.0,-1.76
108,6.596,46.91,0.2974,0.1255,0,0,0,0,1,1,0,287,18,231,1,1000,0.0,0.0,0,0.0,-1.14
109,6.641,44.69,0.2991,0.1326,0,0,0,0,1,1,0,293,19,242,1,1000,0.0,0.0,0,0.0,-0.74
110,6.683,41.99,0.3101,0.1352,0,0,0,0,1,1,0,296,19,265,1,1000,0.0,0.0,0,9.3,2.77
111,6.727,44.22,0.3172,0.145,0,0,0,0,1,1,0,300,20,279,1,1000,0.0,0.0,0,9.52,5.13
112,6.775,48.2,0.3204,0.146,0,0,0,0,1,1,0,302,22,250,1,1000,0.0,0.0,0,9.61,6.7
113,6.818,42.89,0.3337,0.1465,0,0,0,0,1,1,0,303,22,261,1,1000,0.0,0.0,0,10.01,7.86
114,6.87,51.71,0.3378,0.1411,0,0,0,0,1,1,0,303,22,275,1,1000,0.0,0.0,0,10.13,8.66
115,6.911,41.37,0.3563,0.1417,0,0,0,0,1,1,0,302,23,296,1,1000,0.0,0.0,0,10.69,9.37
116,6.968,56.96,0.3659,0.133,0,0,0,0,1,1,0,301,22,331,1,1000,0.0,0.0,0,10.98,9.93
117,7.008,39.43,0.3681,0.1314,0,0,0,0,1,1,0,300,23,331,1,1000,0.0,0.0,0,11.04,10.32
118,7.054,46.09,0.368,0.1227,0,0,0,0,1,1,0,160,0,75,-1,1000,0.0,0.0,0,11.04,10.57
119,7.096,42.36,0.3702,0.1213,0,0,0,0,1,1,0,297,24,398,1,1000,0.0,0.0,0,11.1,10.76
120,7.14,43.96,0.3677,0.1182,0,0,0,0,1,1,0,295,24,421,1,1000,0.0,0.0,0,11.03,10.85
121,7.184,43.92,0.3568,0.1066,0,0,0,0,1,1,0,293,23,464,1,1000,0.0,0.0,0,10.7,10.8
122,7.227,42.96,0.3565,0.0989,0,0,0,0,1,1,1,291,24,511,1,1000,0.0,0.0,0,10.69,10.76
123,7.271,44.48,0.3695,0.1051,0,0,0,0,1,1,1,289,25,554,1,1000,0.0,0.0,0,11.09,10.88
124,7.314,42.54,0.362,0.1002,0,0,0,0,1,1,1,288,26,587,1,1000,0.0,0.0,0,10.86,10.87
125,7.364,49.82,0.3559,0.1019,0,0,0,0,1,1,1,285,26,633,1,1000,0.0,15.0,0,10.68,10.8
126,7.414,50.64,0.3543,0.0984,0,0,0,0,1,1,1,283,27,743,1,1000,0.0,21.0,0,10.63,10.74
127,7.462,47.65,0.3446,0.0954,0,0,0,0,1,1,1,281,27,816,1,1000,0.0,68.0,0,10.34,10.6
128,7.503,41.4,0.3399,0.0982,0,0,0,0,1,1,1,279,29,923,1,1000,0.0,105.0,0,10.2,10.46
129,7.546,42.26,0.3337,0.098,0,0,0,0,1,1,1,278,29,1029,1,1000,0.0,85.0,0,10.01,10.3
130,7.592,46.41,0.3262,0.0964,0,0,0,0,1,1,1,277,30,1158,1,1000,0.0,43.0,0,9.79,10.12
131,7.639,46.88,0.3142,0.0955,0,0,0,0,1,1,1,275,31,1241,1,1000,0.0,87.0,0,9.43,9.88
132,7.688,48.54,0.2984,0.0879,0,0,0,0,1,1,1,273,32,1417,1,1000,0.0,57.0,0,0.0,6.42
133,7.732,44.95,0.2934,0.0911,0,0,0,0,1,1,1,271,34,1593,1,1000,0.0,45.0,0,0.0,4.17
134,7.785,52.86,0.289,0.0866,0,0,0,0,1,1,1,271,36,1805,1,1000,0.0,30.0,0,0.0,2.71
135,7.829,43.95,0.279,0.1001,0,0,0,0,1,1,1,270,38,2167,1,1000,0.0,23.0,0,0.0,1.76
136,7.876,46.8,0.2751,0.0978,0,0,0,0,1,1,1,269,40,2398,1,1000,0.0,16.0,0,0.0,1.15
137,7.92,44.37,0.2618,0.1046,0,0,0,0,1,1,1,269,42,2814,1,1000,0.0,18.0,0,0.0,0.75
138,7.97,49.73,0.2549,0.1124,0,0,192,0,1,1,1,270,45,3315,1,1000,0.0,34.0,0,0.0,0.48
139,8.015,44.56,0.255,0.1224,0,0,250,0,1,1,1,269,49,3922,1,1000,0.0,11.0,0,0.0,0.31
140,8.063,48.7,0.2384,0.1273,0,0,362,0,1,1,1,270,53,4670,1,1000,0.0,20.0,0,0.0,0.2
141,8.111,47.54,0.2328,0.1367,0,0,382,0,1,1,1,270,57,5527,1,1000,0.0,39.0,0,0.0,0.13
142,8.158,46.51,0.2298,0.1382,0,0,410,0,1,1,1,271,60,5825,1,1000,0.0,27.0,0,0.0,0.09
143,8.204,46.38,0.2267,0.1459,0,0,510,0,1,1,1,271,63,6140,1,1000,0.0,28.0,0,0.0,0.06
144,8.251,46.85,0.2233,0.161,0,0,731,0,1,1,1,276,71,7450,1,1000,1.0,33.0,0,0.0,0.04
145,8.305,53.8,0.2228,0.2099,0,0,780,0,1,1,1,280,73,7029,1,1000,0.0,49.0,0,0.0,0.02
146,8.351,46.54,0.2149,0.3049,0,0,1137,1,1,1,1,285,74,4242,1,1000,0.0,80.0,0,-9.15,-3.19
147,8.396,44.65,0.2058,0.3064,0,0,1176,1,1,1,1,288,73,2928,1,1000,0.0,67.0,0,-9.19,-5.29
148,8.448,51.91,0.2079,0.2485,0,0,1648,1,1,1,1,296,83,1675,1,1000,2.0,93.0,0,0.0,-3.44
149,8.491,43.68,0.2098,0.223,0,0,1646,1,1,1,1,295,80,1618,1,1000,1.0,94.0,0,0.0,-2.23
150,8.537,45.49,0.2084,0.178,0,0,1625,1,1,1,1,298,86,2384,1,1000,1.0,97.0,0,0.0,-1.45
151,8.584,47.21,0.2109,0.1737,0,0,1689,1,1,1,1,298,86,2378,1,1000,0.0,150.0,0,0.0,-0.94
152,8.627,43.02,0.2114,0.1779,0,0,1491,1,1,1,1,298,86,2271,1,1000,0.0,111.0,0,0.0,-0.61
153,8.673,46.09,0.213,0.1782,0,0,1703,1,1,1,1,298,86,2302,1,1000,1.0,67.0,0,0.0,-0.4
154,8.721,47.84,0.2123,0.1762,0,0,1807,1,1,1,1,299,86,2362,1,1000,0.0,80.0,0,0.0,-0.26
155,8.767,45.64,0.2108,0.1692,0,0,1712,1,1,1,1,299,86,2322,1,1000,1.0,92.0,0,0.0,-0.17
156,8.816,49.82,0.2166,0.1748,0,0,1450,1,1,1,1,298,87,2364,1,1000,0.0,124.0,0,0.0,-0.11
157,8.857,40.87,0.208,0.1664,0,0,1871,1,1,1,1,299,86,2368,1,1000,1.0,100.0,0,0.0,-0.07
158,8.903,45.47,0.2097,0.1727,0,0,1807,1,1,1,1,298,87,2320,1,1000,1.0,159.0,0,0.0,-0.05
159,8.952,48.78,0.2105,0.1725,0,0,1704,1,1,1,1,299,86,2396,1,1000,0.0,123.0,0,0.0,-0.03
160,8.992,40.71,0.2122,0.1715,0,0,1968,1,1,1,1,299,86,2366,1,1000,2.0,144.0,0,0.0,-0.02
161,9.041,48.5,0.2125,0.1823,0,0,1937,1,1,1,1,299,87,2409,1,1000,4.0,88.0,0,0.0,-0.01
162,9.088,47.47,0.2124,0.172,0,0,2057,1,1,1,1,299,86,2394,1,1000,0.0,108.0,0,0.0,-0.01
163,9.137,49.15,0.2093,0.1752,0,0,2022,1,1,1,1,298,86,2243,1,1000,0.0,113.0,0,0.0,-0.01
164,9.187,49.61,0.2124,0.1775,0,0,2075,1,1,1,1,299,86,2357,1,1000,2.0,133.0,0,0.0,-0.0
165,9.24,53.1,0.2126,0.1777,0,0,1814,1,1,1,1,298,87,2322,1,1000,2.0,179.0,0,0.0,-0.0
166,9.287,46.63,0.2135,0.1679,0,0,1474,1,1,1,1,299,86,2301,1,1000,3.0,126.0,0,0.0,-0.0
167,9.345,58.5,0.2129,0.1752,0,0,1488,1,1,1,1,298,86,2332,1,1000,4.0,147.0,0,0.0,-0.0
168,9.391,45.3,0.214,0.1741,0,0,1509,1,1,1,1,299,86,2352,1,1000,4.0,118.0,0,0.0,-0.0
169,9.434,43.1,0.2108,0.1809,0,0,1465,1,1,1,1,299,86,2266,1,1000,0.0,122.0,0,0.0,-0.0
170,9.477,43.38,0.2137,0.1649,0,0,2025,1,1,1,1,299,87,2303,1,1000,1.0,116.0,0,0.0,-0.0
171,9.523,46.12,0.2155,0.1738,0,0,1522,1,1,1,1,299,87,2308,1,1000,2.0,85.0,0,0.0,-0.0
172,9.573,49.67,0.2144,0.1814,0,0,1994,1,1,1,1,299,86,2291,1,1000,1.0,115.0,0,0.0,-0.0
173,9.636,63.02,0.2122,0.1713,0,0,1535,1,1,1,1,299,86,2360,1,1000,2.0,149.0,0,0.0,-0.0
174,9.689,53.16,0.2126,0.1714,0,0,1904,1,1,1,1,299,87,2365,1,1000,1.0,133.0,0,0.0,-0.0
175,9.742,53.45,0.2149,0.1867,0,0,1555,1,1,1,1,299,86,2290,1,1000,2.0,139.0,0,0.0,-0.0
176,9.786,44.0,0.2154,0.1672,0,0,1484,1,1,1,1,299,87,2385,1,1000,7.0,126.0,0,0.0,-0.0
177,9.838,51.69,0.2125,0.1904,0,0,1615,1,1,1,1,299,87,2368,1,1000,2.0,96.0,0,0.0,-0.0
178,9.884,45.92,0.2137,0.1802,0,0,1513,1,1,1,1,298,87,2197,1,1000,4.0,103.0,0,0.0,-0.0
179,9.93,45.5,0.2136,0.1825,0,0,1442,1,1,1,1,298,86,2242,1,1000,2.0,135.0,0,0.0,-0.0
180,9.974,44.44,0.2164,0.1827,0,0,2039,1,1,1,1,299,87,2293,1,1000,5.0,113.0,0,0.0,-0.0
181,10.022,48.25,0.2163,0.1655,0,0,1628,1,1,1,1,299,87,2319,1,1000,6.0,165.0,0,0.0,-0.0
182,10.071,49.19,0.212,0.1828,0,0,1466,1,1,1,1,298,87,2197,1,1000,5.0,145.0,0,0.0,-0.0
183,10.114,42.27,0.215,0.1855,0,0,1907,1,1,1,1,298,86,2145,1,1000,2.0,99.0,0,0.0,-0.0
184,10.16,46.47,0.2144,0.1874,0,0,1454,1,1,1,1,299,88,2285,1,1000,4.0,133.0,0,0.0,-0.0
185,10.21,49.51,0.2125,0.1884,0,0,1767,1,1,1,1,299,86,2305,1,1000,3.0,143.0,0,0.0,-0.0
186,10.256,46.19,0.2148,0.1799,0,0,1437,1,1,1,1,297,86,2093,1,1000,6.0,109.0,0,0.0,-0.0
187,10.302,46.51,0.2164,0.1939,0,0,1437,1,1,1,1,299,87,2313,1,1000,2.0,144.0,0,0.0,-0.0
188,10.349,46.25,0.2119,0.1942,0,0,1440,1,1,1,1,299,86,2247,1,1000,2.0,132.0,0,0.0,-0.0
189,10.395,46.06,0.216,0.1971,0,0,1468,1,1,1,1,298,87,2108,1,1000,5.0,114.0,0,0.0,-0.0
190,10.445,50.07,0.2143,0.2148,0,0,1468,1,1,1,1,298,86,2039,1,1000,0.0,173.0,0,0.0,-0.0
191,10.489,44.31,0.2117,0.1958,0,0,1477,1,1,1,1,297,86,1958,1,1000,1.0,143.0,0,0.0,-0.0
192,10.539,49.73,0.2128,0.2016,0,0,1447,1,1,1,1,297,88,2090,1,1000,7.0,116.0,0,0.0,-0.0
193,10.58,41.07,0.2164,0.1977,0,0,1445,1,1,1,1,297,88,2001,1,1000,5.0,116.0,0,0.0,-0.0
194,10.63,50.47,0.2158,0.2023,0,0,1473,1,1,1,1,298,87,2139,1,1000,3.0,103.0,0,0.0,-0.0
195,10.675,44.78,0.2178,0.2114,0,0,1461,1,1,1,1,298,87,2117,1,1000,2.0,151.0,0,0.0,-0.0
196,10.723,47.49,0.216,0.2073,0,0,1417,1,1,1,1,298,87,2152,1,1000,4.0,105.0,0,0.0,-0.0
197,10.77,47.19,0.2152,0.2142,0,0,1420,1,1,1,1,298,87,2155,1,1000,3.0,152.0,0,0.0,-0.0
198,10.815,45.08,0.2159,0.2245,0,0,1449,1,1,1,1,298,86,2067,1,1000,2.0,85.0,0,0.0,-0.0
199,10.859,43.88,0.2166,0.2252,0,0,1574,1,1,1,1,296,86,1951,1,1000,7.0,106.0,0,0.0,-0.0
200,10.904,45.36,0.2137,0.2274,0,0,1440,1,1,1,1,296,86,1761,1,1000,3.0,116.0,0,0.0,-0.0
201,10.953,48.39,0.2179,0.2318,0,0,1439,1,1,1,1,296,87,1936,1,1000,3.0,75.0,0,0.0,-0.0
202,10.997,43.99,0.2185,0.232,0,0,1433,1,1,1,1,297,87,1855,1,1000,2.0,105.0,0,0.0,-0.0
203,11.044,47.88,0.2153,0.2439,0,0,1434,1,1,1,1,295,87,1700,1,1000,4.0,139.0,0,0.0,-0.0
204,11.091,46.61,0.2171,0.2425,0,0,1399,1,1,1,1,296,86,1837,1,1000,4.0,89.0,0,0.0,-0.0
205,11.135,43.71,0.2126,0.2555,0,0,1405,1,1,1,1,293,93,1482,1,1000,3.0,151.0,0,0.0,-0.0
206,11.182,46.9,0.2134,0.2503,0,0,1422,1,1,1,1,296,87,1778,1,1000,0.0,92.0,0,0.0,-0.0
207,11.227,45.52,0.2125,0.2448,0,0,1462,1,1,1,1,295,88,1702,1,1000,6.0,144.0,0,0.0,-0.0
208,11.273,45.93,0.209,0.2433,0,0,1645,1,1,1,1,297,89,1842,1,1000,7.0,140.0,0,0.0,-0.0
209,11.317,44.35,0.216,0.2469,0,0,1479,1,1,1,1,292,95,1330,1,1000,5.0,103.0,0,0.0,-0.0
210,11.371,53.76,0.218,0.2385,0,0,1477,1,1,1,1,296,89,1505,1,1000,5.0,114.0,0,0.0,-0.0
211,11.418,46.9,0.206,0.2429,0,0,1759,1,1,1,1,298,96,1206,1,1000,3.0,120.0,0,0.0,-0.0
212,11.472,53.74,0.1977,0.1985,0,0,1530,1,1,1,1,304,99,921,1,1000,9.0,140.0,0,0.0,-0.0
