cycle,t_s,dt_ms,left_wall,right_wall,blue_px,blue_state,orange_px,orange_state,direction,quadrant,dir_raw,dir_clamped,dir_servo
839,37.204,39.93,0.2047,0.5523,0,0,79,0,-1,7,-25.38,-20,-19.94
840,37.242,37.82,0.18,0.5359,0,0,68,0,-1,7,-24.15,-20,-19.96
841,37.287,45.68,0.1645,0.5056,0,0,85,0,-1,7,-21.87,-20,-19.97
842,37.326,38.63,0.1566,0.4959,1,0,82,0,-1,7,-21.14,-20,-19.98
843,37.363,36.98,0.1438,0.4816,6,0,96,0,-1,7,-20.07,-20,-19.99
844,37.406,43.07,0.1473,0.4505,5,0,76,0,-1,7,-17.74,-17.74,-19.2
845,37.456,50.07,0.1475,0.4489,3,0,72,0,-1,7,-17.62,-17.62,-18.65
846,37.5,44.41,0.1497,0.4227,12,0,109,0,-1,7,-15.65,-15.65,-17.6
847,37.558,57.57,0.1453,0.3959,5,0,107,0,-1,7,-13.64,-13.64,-16.21
848,37.599,41.52,0.1557,0.3369,6,0,148,0,-1,7,-9.22,-9.22,-13.76
849,37.639,39.88,0.1714,0.3088,7,0,203,0,-1,7,-7.11,-7.11,-11.44
850,37.681,41.82,0.1808,0.2814,6,0,226,0,-1,7,-5.06,-5.06,-9.2
851,37.721,39.59,0.1875,0.2561,8,0,172,0,-1,7,-3.16,-3.16,-7.09
852,37.764,43.35,0.2037,0.232,2,0,205,0,-1,7,-1.35,-1.35,-5.08
853,37.808,43.89,0.1981,0.233,5,0,287,0,-1,7,-1.43,-1.43,-3.8
854,37.855,46.92,0.1842,0.2168,5,0,253,0,-1,7,-0.21,-0.21,-2.54
855,37.913,57.88,0.1971,0.2345,5,0,232,0,-1,7,-1.53,-1.53,-2.19
856,37.96,47.28,0.1953,0.2548,13,0,244,0,-1,7,-3.06,-3.06,-2.49
857,37.997,36.51,0.1893,0.2672,4,0,252,0,-1,7,-3.99,-3.99,-3.02
858,38.036,39.42,0.1788,0.2651,0,0,231,0,-1,7,-3.83,-3.83,-3.3
859,38.079,43.4,0.1734,0.2679,3,0,228,0,-1,7,-4.04,-4.04,-3.56
860,38.125,45.11,0.1742,0.2645,1,0,245,0,-1,7,-3.79,-3.79,-3.64
861,38.167,42.95,0.1795,0.2411,6,0,343,0,-1,7,-2.03,-2.03,-3.08
862,38.208,40.81,0.1784,0.2334,9,0,355,0,-1,7,-1.46,-1.46,-2.51
863,38.254,45.81,0.1963,0.2369,2,0,459,0,-1,7,-1.72,-1.72,-2.23
864,38.292,38.29,0.1957,0.2154,3,0,462,0,-1,7,-0.1,-0.1,-1.49
865,38.332,39.99,0.188,0.2143,0,0,470,0,-1,7,-0.02,-0.02,-0.97
866,38.391,58.51,0.1862,0.2166,5,0,483,0,-1,7,-0.2,-0.2,-0.7
867,38.428,37.1,0.18,0.2216,5,0,511,0,-1,7,-0.57,-0.57,-0.66
868,38.467,39.32,0.1735,0.2248,5,0,527,0,-1,7,-0.81,-0.81,-0.71
869,38.51,42.76,0.1716,0.2311,8,0,535,0,-1,7,-1.28,-1.28,-0.91
870,38.548,37.57,0.157,0.237,11,0,496,0,-1,7,-1.73,-1.73,-1.2
871,38.585,37.65,0.152,0.2675,10,0,445,0,-1,7,-4.01,-4.01,-2.18
872,38.629,44.16,0.1512,0.2883,4,0,529,0,-1,7,-5.57,-5.57,-3.37
873,38.676,46.34,0.1554,0.2833,4,0,664,0,-1,7,-5.2,-5.2,-4.01
874,38.717,41.05,0.1566,0.272,3,0,595,0,-1,7,-4.35,-4.35,-4.13
875,38.754,36.83,0.1586,0.2666,6,0,536,0,-1,7,-3.94,-3.94,-4.06
876,38.802,48.31,0.1472,0.2644,4,0,526,0,-1,7,-3.78,-3.78,-3.96
877,38.851,48.6,0.1498,0.2698,12,0,600,0,-1,7,-4.18,-4.18,-4.04
878,38.886,35.86,0.1388,0.2904,17,0,546,0,-1,7,-5.73,-5.73,-4.63
879,38.934,47.07,0.1348,0.3065,3,0,600,0,-1,7,-6.94,-6.94,-5.44
880,38.976,42.73,0.1455,0.2789,4,0,508,0,-1,7,-4.87,-4.87,-5.24
881,39.021,45.12,0.1464,0.2906,7,0,529,0,-1,7,-5.75,-5.75,-5.42
882,39.067,45.29,0.1481,0.2891,5,0,493,0,-1,7,-5.64,-5.64,-5.49
883,39.115,48.74,0.1458,0.2841,6,0,531,0,-1,7,-5.25,-5.25,-5.41
884,39.153,37.68,0.1382,0.286,1,0,473,0,-1,7,-5.4,-5.4,-5.41
885,39.198,45.31,0.1451,0.2892,1,0,498,0,-1,7,-5.64,-5.64,-5.49
886,39.247,48.6,0.1397,0.2868,0,0,430,0,-1,7,-5.46,-5.46,-5.48
887,39.288,40.98,0.1436,0.2917,0,0,385,0,-1,7,-5.83,-5.83,-5.6
888,39.328,39.61,0.1477,0.2909,0,0,295,0,-1,7,-5.76,-5.76,-5.66
889,39.379,51.61,0.1481,0.3024,1,0,357,0,-1,7,-6.63,-6.63,-6.0
890,39.429,49.48,0.1559,0.3017,0,0,358,0,-1,7,-6.58,-6.58,-6.2
891,39.479,50.44,0.1528,0.2885,0,0,239,0,-1,7,-5.59,-5.59,-5.99
892,39.52,41.34,0.1515,0.285,3,0,103,0,-1,7,-5.32,-5.32,-5.76
893,39.562,41.74,0.1521,0.2822,2,0,118,0,-1,7,-5.11,-5.11,-5.53
894,39.608,45.73,0.1466,0.2729,4,0,96,0,-1,7,-4.42,-4.42,-5.14
895,39.644,36.38,0.1498,0.2698,8,0,109,0,-1,7,-4.19,-4.19,-4.81
896,39.701,56.72,0.1495,0.2659,6,0,83,0,-1,7,-3.89,-3.89,-4.49
897,39.738,37.1,0.1736,0.3078,6,0,221,0,-1,7,-7.04,-7.04,-5.38
898,39.779,41.16,0.1777,0.3121,22,0,250,0,-1,7,-7.36,-7.36,-6.07
899,39.824,44.8,0.1661,0.3043,17,0,231,0,-1,7,-6.77,-6.77,-6.32
900,39.861,36.47,0.1638,0.3068,26,0,242,0,-1,7,-6.96,-6.96,-6.54
901,39.912,51.15,0.1725,0.3075,61,0,240,0,-1,7,-7.01,-7.01,-6.71
902,39.961,49.01,0.1712,0.3077,67,0,205,0,-1,7,-7.02,-7.02,-6.82
903,39.997,36.19,0.1768,0.3068,104,0,155,0,-1,7,-6.96,-6.96,-6.87
904,40.039,42.0,0.177,0.3033,147,0,122,0,-1,7,-6.7,-6.7,-6.81
905,40.076,37.39,0.1796,0.3203,167,0,181,0,-1,7,-7.97,-7.97,-7.22
906,40.121,44.87,0.2001,0.3423,158,0,233,0,-1,7,-9.63,-9.63,-8.06
907,40.165,43.48,0.193,0.3372,231,0,201,0,-1,7,-9.24,-9.24,-8.47
908,40.211,46.49,0.1938,0.3349,269,0,194,0,-1,7,-9.07,-9.07,-8.68
909,40.247,36.21,0.1969,0.3505,286,0,233,0,-1,7,-10.24,-10.24,-9.23
910,40.29,42.54,0.2102,0.3572,337,0,259,0,-1,7,-10.74,-10.74,-9.76
911,40.339,49.17,0.2045,0.3581,345,0,234,0,-1,7,-10.81,-10.81,-10.12
912,40.385,46.25,0.2105,0.3513,435,0,333,0,-1,7,-10.29,-10.29,-10.18
913,40.426,41.16,0.2023,0.3204,647,0,242,0,-1,7,-7.98,-7.98,-9.41
914,40.465,38.72,0.1924,0.3133,876,1,97,0,-1,7,-7.45,-7.45,-8.72
915,40.509,44.07,0.1935,0.2771,1008,1,84,0,-1,7,-4.73,-4.73,-7.33
916,40.561,51.89,0.1733,0.2756,1269,1,129,0,-1,7,-4.62,-4.62,-6.38
917,40.606,45.13,0.1762,0.266,1704,1,138,0,-1,7,-3.9,-3.9,-5.51
918,40.651,44.67,0.1775,0.2674,1992,1,134,0,-1,7,-4.01,-4.01,-4.99
919,40.7,49.45,0.1752,0.267,2205,1,158,0,-1,7,-3.98,-3.98,-4.63
920,40.741,40.55,0.1849,0.2658,2927,1,145,0,-1,7,-3.88,-3.88,-4.37
921,40.801,59.63,0.1901,0.2743,3342,1,214,0,-1,7,-4.52,-4.52,-4.42
922,40.837,36.65,0.1791,0.2656,2115,1,229,0,-1,7,-3.87,-3.87,-4.23
923,40.879,41.9,0.2009,0.2812,1250,1,277,0,-1,7,-5.04,-5.04,-4.52
924,40.917,38.14,0.1952,0.2848,656,2,297,0,-1,8,-5.31,-5.31,-4.79
925,40.955,38.2,0.2112,0.297,403,0,337,0,-1,8,-6.22,-6.22,-5.29
926,41.005,49.63,0.2106,0.3026,68,0,364,0,-1,8,-6.64,-6.64,-5.77
927,41.052,46.74,0.2117,0.3081,0,0,370,0,-1,8,-7.06,-7.06,-6.22
928,41.104,52.56,0.223,0.3039,0,0,466,0,-1,8,-6.74,-6.74,-6.4
929,41.153,48.38,0.2335,0.3237,0,0,528,0,-1,8,-8.23,-8.23,-7.04
930,41.192,38.81,0.2185,0.32,0,0,616,0,-1,8,-7.95,-7.95,-7.36
931,41.233,41.79,0.2263,0.3285,0,0,629,0,-1,8,-8.59,-8.59,-7.79
932,41.275,41.82,0.2227,0.3399,0,0,815,0,-1,8,-9.44,-9.44,-8.37
933,41.324,49.31,0.2273,0.3571,0,0,892,0,-1,8,-10.73,-10.73,-9.2
934,41.379,54.9,0.2158,0.3647,0,0,1034,1,-1,8,-11.3,-11.3,-9.93
935,41.417,37.21,0.2068,0.3697,0,0,1313,1,-1,8,-11.68,-11.68,-10.54
936,41.462,45.0,0.2025,0.3774,0,0,1601,1,-1,8,-12.26,-12.26,-11.14
937,41.503,41.62,0.1845,0.3709,0,0,2018,1,-1,8,-11.76,-11.76,-11.36
938,41.55,46.41,0.1906,0.3834,0,0,2208,1,-1,8,-12.7,-12.7,-11.83
939,41.598,48.82,0.2066,0.3978,0,0,2647,1,-1,8,-13.79,-13.79,-12.51
940,41.646,47.73,0.1982,0.4081,0,0,3267,1,-1,8,-14.56,-14.56,-13.23
941,41.693,46.39,0.1963,0.4135,0,0,3993,1,-1,8,-14.96,-14.96,-13.84
942,41.736,43.36,0.1953,0.4216,0,0,3315,1,-1,8,-15.57,-15.57,-14.44
943,41.777,40.99,0.192,0.4245,0,0,1684,1,-1,8,-15.78,-15.78,-14.91
944,41.829,51.69,0.1903,0.4341,0,0,1196,1,-1,8,-16.5,-16.5,-15.47
945,41.872,43.17,0.1737,0.4163,0,0,292,2,-1,8,-15.17,-15.17,-15.36
946,41.912,39.97,0.1709,0.411,2,0,241,0,-1,8,-14.78,-14.78,-15.16
947,41.954,42.05,0.1623,0.4046,2,0,235,0,-1,8,-14.3,-14.3,-14.86
948,42.003,49.36,0.1573,0.4068,2,0,172,0,-1,8,-14.46,-14.46,-14.72
949,42.063,60.16,0.153,0.4116,1,0,178,0,-1,8,-14.82,-14.82,-14.75
950,42.101,37.69,0.155,0.3913,10,0,80,0,-1,8,-13.3,-13.3,-14.24
951,42.149,47.53,0.1652,0.3758,1,0,54,0,-1,8,-12.13,-12.13,-13.51
952,42.19,41.49,0.1627,0.3561,7,0,65,0,-1,8,-10.66,-10.66,-12.51
953,42.235,44.68,0.1678,0.344,2,0,70,0,-1,8,-9.75,-9.75,-11.54
954,42.286,51.54,0.1818,0.3122,8,0,51,0,-1,8,-7.36,-7.36,-10.08
955,42.326,40.02,0.1831,0.2899,0,0,55,0,-1,8,-5.69,-5.69,-8.55
956,42.369,42.94,0.1861,0.2766,2,0,38,0,-1,8,-4.7,-4.7,-7.2
957,42.411,41.5,0.1645,0.2636,3,0,72,0,-1,8,-3.72,-3.72,-5.98
958,42.453,42.05,0.1817,0.2536,2,0,41,0,-1,8,-2.97,-2.97,-4.93
959,42.501,48.3,0.1734,0.2516,10,0,41,0,-1,8,-2.82,-2.82,-4.19
960,42.539,37.84,0.1737,0.2407,5,0,53,0,-1,8,-2.0,-2.0,-3.42
961,42.588,48.83,0.1964,0.2591,8,0,62,0,-1,8,-3.39,-3.39,-3.41
962,42.639,50.82,0.1946,0.2546,9,0,71,0,-1,8,-3.05,-3.05,-3.28
963,42.683,44.55,0.1916,0.2491,7,0,58,0,-1,8,-2.63,-2.63,-3.05
964,42.731,48.39,0.1877,0.2349,5,0,66,0,-1,8,-1.57,-1.57,-2.53
965,42.787,55.58,0.1854,0.2405,5,0,70,0,-1,8,-1.99,-1.99,-2.34
966,42.823,36.27,0.2124,0.2288,19,0,57,0,-1,8,-1.11,-1.11,-1.91
967,42.864,40.98,0.1807,0.2018,10,0,85,0,-1,8,0.92,0.92,-0.92
968,42.908,43.47,0.1781,0.2026,8,0,80,0,-1,8,0.86,0.86,-0.3
969,42.95,41.94,0.1868,0.2143,15,0,70,0,-1,8,-0.02,-0.02,-0.2
970,42.997,47.61,0.2029,0.2238,12,0,79,0,-1,8,-0.73,-0.73,-0.39
971,43.041,44.14,0.1987,0.2282,12,0,61,0,-1,8,-1.07,-1.07,-0.62
972,43.092,50.75,0.1991,0.2305,15,0,63,0,-1,8,-1.24,-1.24,-0.84
973,43.13,38.0,0.1885,0.2478,19,0,66,0,-1,8,-2.54,-2.54,-1.43
974,43.173,42.35,0.1899,0.2555,26,0,60,0,-1,8,-3.12,-3.12,-2.02
975,43.215,42.39,0.1863,0.2659,12,0,39,0,-1,8,-3.89,-3.89,-2.68
976,43.258,43.15,0.1797,0.2813,20,0,58,0,-1,8,-5.05,-5.05,-3.51
977,43.304,45.89,0.1774,0.2977,23,0,39,0,-1,8,-6.27,-6.27,-4.48
978,43.354,49.92,0.172,0.3085,15,0,44,0,-1,8,-7.09,-7.09,-5.39
979,43.396,41.75,0.1666,0.3237,14,0,25,0,-1,8,-8.23,-8.23,-6.38
980,43.437,41.17,0.1621,0.3312,11,0,41,0,-1,8,-8.79,-8.79,-7.23
981,43.482,45.2,0.153,0.3323,15,0,59,0,-1,8,-8.88,-8.88,-7.8
982,43.534,51.83,0.1469,0.3632,21,0,25,0,-1,8,-11.19,-11.19,-8.99
983,43.588,53.85,0.152,0.3523,22,0,29,0,-1,8,-10.37,-10.37,-9.47
984,43.625,36.87,0.1573,0.3719,29,0,37,0,-1,8,-11.84,-11.84,-10.3
985,43.665,40.59,0.1569,0.3709,23,0,34,0,-1,8,-11.76,-11.76,-10.81
986,43.71,44.33,0.1595,0.3658,25,0,31,0,-1,8,-11.38,-11.38,-11.01
987,43.752,42.45,0.1518,0.367,14,0,21,0,-1,8,-11.48,-11.48,-11.18
988,43.806,53.72,0.1556,0.3533,15,0,43,0,-1,8,-10.45,-10.45,-10.92
989,43.85,44.2,0.1529,0.3358,11,0,34,0,-1,8,-9.13,-9.13,-10.29
990,43.892,42.14,0.1527,0.3323,9,0,37,0,-1,8,-8.87,-8.87,-9.8
991,43.933,40.97,0.1522,0.3223,20,0,47,0,-1,8,-8.12,-8.12,-9.21
992,43.977,43.58,0.156,0.2973,17,0,72,0,-1,8,-6.24,-6.24,-8.17
993,44.022,45.39,0.1679,0.3056,15,0,56,0,-1,8,-6.87,-6.87,-7.72
994,44.061,39.05,0.1649,0.2805,24,0,71,0,-1,8,-4.99,-4.99,-6.76
995,44.103,42.3,0.1658,0.258,28,0,100,0,-1,8,-3.3,-3.3,-5.55
996,44.157,53.28,0.1833,0.2462,32,0,113,0,-1,8,-2.42,-2.42,-4.45
997,44.206,48.88,0.1588,0.2175,23,0,131,0,-1,8,-0.26,-0.26,-2.99
998,44.244,38.74,0.1519,0.2458,27,0,96,0,-1,8,-2.38,-2.38,-2.78
999,44.285,40.84,0.1462,0.307,6,0,46,0,-1,8,-6.98,-6.98,-4.25
1000,44.325,40.38,0.1795,0.3535,9,0,36,0,-1,8,-10.46,-10.46,-6.42
1001,44.374,48.34,0.1516,0.3365,12,0,34,0,-1,8,-9.19,-9.19,-7.39
1002,44.421,47.68,0.1554,0.3469,2,0,31,0,-1,8,-9.97,-9.97,-8.29
1003,44.461,39.45,0.1523,0.3496,7,0,32,0,-1,8,-10.17,-10.17,-8.95
1004,44.502,40.71,0.1551,0.365,9,0,30,0,-1,8,-11.32,-11.32,-9.78
1005,44.543,41.38,0.1494,0.3612,7,0,21,0,-1,8,-11.04,-11.04,-10.22
1006,44.592,48.76,0.1592,0.3595,9,0,26,0,-1,8,-10.91,-10.91,-10.46
1007,44.629,37.24,0.1605,0.3687,5,0,36,0,-1,8,-11.6,-11.6,-10.86
1008,44.674,44.68,0.1627,0.3555,9,0,51,0,-1,8,-10.62,-10.62,-10.77
1009,44.72,45.85,0.155,0.3254,26,0,106,0,-1,8,-8.35,-8.35,-9.93
1010,44.76,40.08,0.1638,0.2853,31,0,135,0,-1,8,-5.35,-5.35,-8.32
1011,44.808,48.07,0.1588,0.2735,44,0,183,0,-1,8,-4.46,-4.46,-6.97
1012,44.846,38.62,0.1561,0.2487,48,0,141,0,-1,8,-2.61,-2.61,-5.44
1013,44.886,39.18,0.1542,0.2411,67,0,183,0,-1,8,-2.03,-2.03,-4.25
1014,44.933,47.68,0.1491,0.2366,85,0,91,0,-1,8,-1.7,-1.7,-3.36
1015,44.976,42.6,0.1476,0.2322,101,0,78,0,-1,8,-1.36,-1.36,-2.66
1016,45.032,56.45,0.1457,0.2316,106,0,95,0,-1,8,-1.32,-1.32,-2.19
1017,45.074,41.46,0.141,0.2241,179,0,86,0,-1,8,-0.75,-0.75,-1.69
1018,45.121,47.24,0.1448,0.2112,208,0,73,0,-1,8,0.21,0.21,-1.03
1019,45.162,40.75,0.1441,0.2205,240,0,40,0,-1,8,-0.49,-0.49,-0.84
1020,45.209,47.53,0.1509,0.2278,296,0,24,0,-1,8,-1.04,-1.04,-0.91
1021,45.262,52.47,0.1463,0.2134,370,0,30,0,-1,8,0.04,0.04,-0.57
1022,45.3,38.49,0.1537,0.2364,416,0,31,0,-1,8,-1.68,-1.68,-0.96
1023,45.341,40.57,0.1605,0.2328,464,0,38,0,-1,8,-1.41,-1.41,-1.12
1024,45.392,51.35,0.1498,0.2288,539,0,34,0,-1,8,-1.11,-1.11,-1.12
1025,45.436,43.66,0.1686,0.2403,600,0,72,0,-1,8,-1.97,-1.97,-1.42
1026,45.48,44.58,0.1767,0.235,672,0,98,0,-1,8,-1.57,-1.57,-1.47
1027,45.523,42.26,0.1773,0.2249,731,0,96,0,-1,8,-0.82,-0.82,-1.24
1028,45.579,56.2,0.1657,0.2312,877,1,59,0,-1,8,-1.29,-1.29,-1.26
1029,45.622,42.79,0.1859,0.2461,1088,1,46,0,-1,8,-2.41,-2.41,-1.66
1030,45.66,38.65,0.1789,0.2504,1273,1,59,0,-1,8,-2.73,-2.73,-2.03
1031,45.71,49.78,0.1803,0.2435,1415,1,40,0,-1,8,-2.21,-2.21,-2.1
1032,45.76,50.23,0.1834,0.2538,1744,1,60,0,-1,8,-2.99,-2.99,-2.41
1033,45.8,39.83,0.1932,0.257,1875,1,80,0,-1,8,-3.23,-3.23,-2.7
1034,45.841,41.13,0.2145,0.2626,2182,1,113,0,-1,8,-3.64,-3.64,-3.03
1035,45.888,47.13,0.2045,0.2507,2475,1,115,0,-1,8,-2.75,-2.75,-2.93
1036,45.932,43.94,0.1911,0.2577,3030,1,101,0,-1,8,-3.28,-3.28,-3.05
1037,45.969,36.64,0.209,0.2648,3624,1,134,0,-1,8,-3.81,-3.81,-3.32
1038,46.008,38.74,0.2077,0.2698,3290,1,144,0,-1,8,-4.18,-4.18,-3.62
1039,46.065,56.88,0.214,0.2712,1798,1,188,0,-1,8,-4.29,-4.29,-3.86
1040,46.103,38.22,0.2184,0.272,1372,1,230,0,-1,8,-4.35,-4.35,-4.03
1041,46.149,46.45,0.2191,0.271,1003,1,239,0,-1,8,-4.28,-4.28,-4.11
1042,46.201,52.24,0.2284,0.2788,761,2,262,0,-1,9,-4.86,-4.86,-4.38
1043,46.241,39.17,0.2309,0.2738,233,0,340,0,-1,9,-4.49,-4.49,-4.42
1044,46.287,46.84,0.228,0.2807,23,0,313,0,-1,9,-5.0,-5.0,-4.62
1045,46.329,41.17,0.2425,0.2956,0,0,380,0,-1,9,-6.12,-6.12,-5.15
1046,46.379,50.76,0.2424,0.2945,2,0,418,0,-1,9,-6.03,-6.03,-5.46
1047,46.433,53.58,0.2519,0.2984,0,0,491,0,-1,9,-6.33,-6.33,-5.76
1048,46.472,38.79,0.2426,0.3138,0,0,591,0,-1,9,-7.49,-7.49,-6.37
1049,46.509,37.37,0.2389,0.3203,0,0,725,0,-1,9,-7.97,-7.97,-6.93
1050,46.552,43.28,0.2417,0.3246,0,0,798,0,-1,9,-8.3,-8.3,-7.41
1051,46.603,50.34,0.2441,0.3372,0,0,950,1,-1,9,-9.24,-9.24,-8.05
1052,46.643,40.55,0.2534,0.3535,0,0,1120,1,-1,9,-10.46,-10.46,-8.89
1053,46.69,46.49,0.2502,0.3544,2,0,1250,1,-1,9,-10.53,-10.53,-9.47
1054,46.729,39.49,0.2468,0.3742,0,0,1507,1,-1,9,-12.02,-12.02,-10.36
1055,46.769,39.46,0.2662,0.3862,0,0,1787,1,-1,9,-12.91,-12.91,-11.25
1056,46.813,44.58,0.2748,0.3986,1,0,1969,1,-1,9,-13.84,-13.84,-12.16
1057,46.864,50.59,0.2698,0.416,1,0,2428,1,-1,9,-15.15,-15.15,-13.21
1058,46.901,37.16,0.2505,0.4365,0,0,2822,1,-1,9,-16.69,-16.69,-14.42
1059,46.941,39.71,0.2617,0.4515,1,0,2110,1,-1,9,-17.81,-17.81,-15.61
1060,46.982,41.47,0.2595,0.4654,0,0,1809,1,-1,9,-18.85,-18.85,-16.75
1061,47.026,43.43,0.2548,0.4701,0,0,1439,1,-1,9,-19.21,-19.21,-17.61
1062,47.071,45.37,0.2359,0.4786,0,0,1293,1,-1,9,-19.84,-19.84,-18.39
1063,47.111,39.45,0.2266,0.5026,0,0,762,2,-1,9,-21.64,-20,-18.95
1064,47.15,39.06,0.2136,0.507,1,0,209,0,-1,9,-21.97,-20,-19.32
1065,47.193,43.28,0.2087,0.5091,3,0,22,0,-1,9,-22.14,-20,-19.56
1066,47.23,37.24,0.1941,0.5127,1,0,23,0,-1,9,-22.4,-20,-19.71
1067,47.273,42.69,0.1777,0.4976,4,0,25,0,-1,9,-21.27,-20,-19.81
1068,47.317,43.78,0.1417,0.4836,3,0,43,0,-1,9,-20.22,-20,-19.88
1069,47.359,42.28,0.1184,0.4949,4,0,49,0,-1,9,-21.07,-20,-19.92
1070,47.412,52.83,0.1585,0.4779,1,0,47,0,-1,9,-19.79,-19.79,-19.88
1071,47.449,37.53,0.1652,0.491,4,0,36,0,-1,9,-20.78,-20,-19.92
1072,47.489,39.87,0.1665,0.4909,4,0,27,0,-1,9,-20.77,-20,-19.95
1073,47.528,39.32,0.147,0.4709,0,0,42,0,-1,9,-19.26,-19.26,-19.71
1074,47.575,46.25,0.1402,0.462,10,0,52,0,-1,9,-18.6,-18.6,-19.32
1075,47.617,42.15,0.1412,0.4545,5,0,49,0,-1,9,-18.04,-18.04,-18.87
1076,47.662,44.91,0.1448,0.4437,9,0,63,0,-1,9,-17.23,-17.23,-18.3
1077,47.71,48.02,0.1502,0.4067,4,0,50,0,-1,9,-14.45,-14.45,-16.95
1078,47.755,45.72,0.1566,0.4019,7,0,63,0,-1,9,-14.09,-14.09,-15.95
1079,47.803,47.09,0.1464,0.3655,5,0,62,0,-1,9,-11.36,-11.36,-14.34
1080,47.842,39.6,0.1663,0.3495,7,0,63,0,-1,9,-10.16,-10.16,-12.88
1081,47.901,58.48,0.1693,0.3339,16,0,64,0,-1,9,-8.99,-8.99,-11.52
1082,47.94,39.3,0.1847,0.3141,12,0,98,0,-1,9,-7.5,-7.5,-10.11
1083,47.982,41.59,0.188,0.2977,5,0,83,0,-1,9,-6.27,-6.27,-8.77
1084,48.032,50.69,0.1929,0.2728,12,0,76,0,-1,9,-4.41,-4.41,-7.24
1085,48.076,44.17,0.1943,0.2648,21,0,62,0,-1,9,-3.81,-3.81,-6.04
1086,48.123,46.51,0.1991,0.2667,17,0,73,0,-1,9,-3.95,-3.95,-5.31
1087,48.165,42.51,0.1909,0.269,16,0,76,0,-1,9,-4.12,-4.12,-4.9
1088,48.205,39.98,0.1885,0.2766,29,0,89,0,-1,9,-4.7,-4.7,-4.83
1089,48.255,49.35,0.1841,0.278,16,0,85,0,-1,9,-4.8,-4.8,-4.82
1090,48.307,52.19,0.164,0.2793,6,0,56,0,-1,9,-4.9,-4.9,-4.85
1091,48.343,35.81,0.1718,0.2964,8,0,69,0,-1,9,-6.18,-6.18,-5.31
1092,48.388,45.5,0.1721,0.3025,22,0,61,0,-1,9,-6.64,-6.64,-5.78
1093,48.434,45.74,0.1793,0.3063,14,0,67,0,-1,9,-6.92,-6.92,-6.18
1094,48.489,54.79,0.177,0.319,3,0,69,0,-1,9,-7.87,-7.87,-6.77
1095,48.528,38.9,0.1762,0.3081,10,0,82,0,-1,9,-7.06,-7.06,-6.87
1096,48.567,39.37,0.1837,0.3038,20,0,74,0,-1,9,-6.73,-6.73,-6.82
1097,48.612,44.54,0.1884,0.2761,13,0,64,0,-1,9,-4.66,-4.66,-6.06
1098,48.654,42.1,0.1805,0.2938,12,0,69,0,-1,9,-5.98,-5.98,-6.04
1099,48.71,56.26,0.1826,0.3087,17,0,104,0,-1,9,-7.1,-7.1,-6.41
1100,48.751,40.94,0.1515,0.3277,5,0,82,0,-1,9,-8.53,-8.53,-7.15
1101,48.798,47.11,0.1534,0.3836,11,0,87,0,-1,9,-12.72,-12.72,-9.1
1102,48.848,49.54,0.1393,0.4088,6,0,70,0,-1,9,-14.61,-14.61,-11.03
1103,48.887,39.08,0.1517,0.4339,15,0,28,0,-1,9,-16.49,-16.49,-12.94
1104,48.927,39.99,0.1507,0.4455,5,0,16,0,-1,9,-17.37,-17.37,-14.49
1105,48.967,40.14,0.157,0.4466,9,0,57,0,-1,9,-17.44,-17.44,-15.52
1106,49.008,41.67,0.146,0.4282,6,0,58,0,-1,9,-16.07,-16.07,-15.71
1107,49.055,46.2,0.1516,0.4136,6,0,73,0,-1,9,-14.97,-14.97,-15.45
1108,49.117,62.86,0.1519,0.3791,11,0,106,0,-1,9,-12.38,-12.38,-14.38
1109,49.164,46.94,0.1575,0.3286,19,0,97,0,-1,9,-8.59,-8.59,-12.35
1110,49.21,45.47,0.1762,0.3009,11,0,105,0,-1,9,-6.52,-6.52,-10.31
1111,49.262,52.61,0.1948,0.2633,14,0,81,0,-1,9,-3.7,-3.7,-8.0
1112,49.304,41.28,0.1963,0.2337,27,0,96,0,-1,9,-1.48,-1.48,-5.71
1113,49.342,38.01,0.2013,0.2274,9,0,92,0,-1,9,-1.01,-1.01,-4.07
1114,49.392,50.32,0.2045,0.2198,12,0,96,0,-1,9,-0.44,-0.44,-2.8
1115,49.437,44.87,0.2034,0.2124,11,0,93,0,-1,9,0.12,0.12,-1.78
1116,49.475,38.28,0.2076,0.2121,23,0,89,0,-1,9,0.14,0.14,-1.1
1117,49.52,44.27,0.197,0.2138,6,0,98,0,-1,9,0.01,0.01,-0.71
1118,49.568,48.78,0.2023,0.227,9,0,73,0,-1,9,-0.97,-0.97,-0.8
1119,49.623,54.54,0.2044,0.2376,12,0,65,0,-1,9,-1.77,-1.77,-1.14
1120,49.658,35.64,0.1846,0.2408,15,0,64,0,-1,9,-2.01,-2.01,-1.44
1121,49.698,39.06,0.1892,0.2505,19,0,93,0,-1,9,-2.74,-2.74,-1.9
1122,49.746,48.78,0.1856,0.2611,18,0,102,0,-1,9,-3.53,-3.53,-2.47
1123,49.792,45.53,0.1735,0.2709,21,0,107,0,-1,9,-4.27,-4.27,-3.1
1124,49.837,45.23,0.1641,0.288,15,0,63,0,-1,9,-5.55,-5.55,-3.96
1125,49.889,52.25,0.1533,0.307,10,0,44,0,-1,9,-6.97,-6.97,-5.01
1126,49.933,43.95,0.1588,0.3433,1,0,39,0,-1,9,-9.7,-9.7,-6.65
