cycle,t_s,dt_ms,left_wall,right_wall,blue_px,blue_state,orange_px,orange_state,direction,quadrant,dir_raw,dir_clamped,dir_servo
584,27.161,46.79,0.1742,0.328,10,0,38,0,-1,5,-8.55,-8.55,-7.45
585,27.207,46.68,0.1794,0.3337,10,0,28,0,-1,5,-8.98,-8.98,-7.99
586,27.256,48.98,0.1748,0.3272,12,0,45,0,-1,5,-8.49,-8.49,-8.16
587,27.3,43.69,0.1825,0.3412,28,0,37,0,-1,5,-9.54,-9.54,-8.65
588,27.349,49.04,0.1839,0.338,20,0,29,0,-1,5,-9.3,-9.3,-8.87
589,27.394,45.11,0.1852,0.3371,41,0,48,0,-1,5,-9.23,-9.23,-9.0
590,27.442,47.98,0.1866,0.3357,29,0,38,0,-1,5,-9.13,-9.13,-9.04
591,27.49,47.89,0.1828,0.3332,35,0,38,0,-1,5,-8.94,-8.94,-9.01
592,27.546,56.15,0.1905,0.3351,66,0,55,0,-1,5,-9.08,-9.08,-9.03
593,27.586,39.83,0.1791,0.3191,90,0,57,0,-1,5,-7.89,-7.89,-8.63
594,27.63,43.96,0.1812,0.3144,84,0,56,0,-1,5,-7.53,-7.53,-8.25
595,27.675,44.51,0.183,0.3214,131,0,47,0,-1,5,-8.06,-8.06,-8.18
596,27.721,46.11,0.1799,0.3105,153,0,47,0,-1,5,-7.24,-7.24,-7.85
597,27.777,55.95,0.1851,0.3082,189,0,44,0,-1,5,-7.07,-7.07,-7.58
598,27.818,41.05,0.1914,0.3127,266,0,42,0,-1,5,-7.4,-7.4,-7.51
599,27.858,40.25,0.1888,0.3072,294,0,45,0,-1,5,-6.99,-6.99,-7.33
600,27.898,40.12,0.1898,0.3023,373,0,66,0,-1,5,-6.63,-6.63,-7.08
601,27.96,61.56,0.1845,0.2934,403,0,66,0,-1,5,-5.95,-5.95,-6.69
602,28.005,45.29,0.1926,0.2967,574,0,70,0,-1,5,-6.2,-6.2,-6.52
603,28.045,39.77,0.1918,0.2916,660,0,65,0,-1,5,-5.82,-5.82,-6.27
604,28.088,43.59,0.2023,0.2931,805,0,108,0,-1,5,-5.93,-5.93,-6.16
605,28.128,40.2,0.2025,0.2969,972,1,97,0,-1,5,-6.22,-6.22,-6.18
606,28.173,44.05,0.213,0.2996,1095,1,96,0,-1,5,-6.42,-6.42,-6.26
607,28.218,45.94,0.2151,0.2995,1351,1,106,0,-1,5,-6.41,-6.41,-6.31
608,28.258,39.27,0.2121,0.2907,1667,1,150,0,-1,5,-5.75,-5.75,-6.12
609,28.31,51.9,0.2178,0.2988,1941,1,153,0,-1,5,-6.36,-6.36,-6.2
610,28.353,42.9,0.2134,0.2923,2385,1,162,0,-1,5,-5.88,-5.88,-6.09
611,28.413,60.4,0.2137,0.2909,2982,1,180,0,-1,5,-5.77,-5.77,-5.98
612,28.451,37.99,0.2167,0.2898,2443,1,220,0,-1,5,-5.69,-5.69,-5.88
613,28.494,43.28,0.216,0.2947,1649,1,229,0,-1,5,-6.05,-6.05,-5.94
614,28.544,49.63,0.2227,0.2841,1177,1,246,0,-1,5,-5.25,-5.25,-5.7
615,28.586,41.88,0.2175,0.2889,758,2,310,0,-1,6,-5.62,-5.62,-5.67
616,28.63,44.57,0.2216,0.2834,487,0,320,0,-1,6,-5.2,-5.2,-5.51
617,28.674,43.64,0.2231,0.2898,92,0,355,0,-1,6,-5.69,-5.69,-5.57
618,28.718,43.63,0.2232,0.2913,0,0,406,0,-1,6,-5.79,-5.79,-5.65
619,28.763,45.15,0.2288,0.3002,0,0,455,0,-1,6,-6.47,-6.47,-5.94
620,28.809,45.8,0.2304,0.3123,0,0,532,0,-1,6,-7.38,-7.38,-6.44
621,28.859,50.72,0.2332,0.3157,0,0,569,0,-1,6,-7.63,-7.63,-6.86
622,28.902,42.82,0.2466,0.3369,0,0,646,0,-1,6,-9.22,-9.22,-7.68
623,28.96,57.52,0.2527,0.3502,0,0,742,0,-1,6,-10.21,-10.21,-8.57
624,28.998,38.78,0.2524,0.3504,1,0,890,0,-1,6,-10.23,-10.23,-9.15
625,29.048,49.2,0.2562,0.3702,0,0,978,1,-1,6,-11.71,-11.71,-10.05
626,29.103,55.09,0.2718,0.3905,0,0,1215,1,-1,6,-13.24,-13.24,-11.16
627,29.147,44.44,0.277,0.4062,0,0,1421,1,-1,6,-14.41,-14.41,-12.3
628,29.198,50.87,0.2819,0.4233,0,0,1699,1,-1,6,-15.7,-15.7,-13.49
629,29.247,49.27,0.296,0.4446,0,0,1968,1,-1,6,-17.3,-17.3,-14.82
630,29.291,43.52,0.293,0.4609,0,0,2426,1,-1,6,-18.52,-18.52,-16.12
631,29.336,45.11,0.295,0.4713,0,0,2996,1,-1,6,-19.29,-19.29,-17.23
632,29.386,50.58,0.2993,0.5009,0,0,2832,1,-1,6,-21.52,-20,-18.2
633,29.427,40.68,0.3063,0.5234,0,0,2175,1,-1,6,-23.21,-20,-18.83
634,29.474,47.09,0.3025,0.5382,0,0,1914,1,-1,6,-24.32,-20,-19.24
635,29.528,53.59,0.2955,0.5608,0,0,1550,1,-1,6,-26.01,-20,-19.51
636,29.574,46.42,0.2941,0.5849,0,0,1153,1,-1,6,-27.82,-20,-19.68
637,29.617,42.32,0.2813,0.6022,0,0,432,2,-1,6,-29.11,-20,-19.79
638,29.672,55.48,0.2669,0.6192,0,0,77,0,-1,6,-30.39,-20,-19.86
639,29.714,41.65,0.2407,0.6211,0,0,58,0,-1,6,-30.53,-20,-19.91
640,29.753,39.38,0.2391,0.6386,0,0,75,0,-1,6,-31.84,-20,-19.94
641,29.803,49.5,0.2336,0.6434,0,0,59,0,-1,6,-32.2,-20,-19.96
642,29.845,42.19,0.2121,0.6405,0,0,60,0,-1,6,-31.99,-20,-19.98
643,29.902,57.22,0.2006,0.6396,0,0,53,0,-1,6,-31.92,-20,-19.98
644,29.94,38.14,0.1695,0.6206,0,0,135,0,-1,6,-30.5,-20,-19.99
645,29.983,42.99,0.1579,0.608,2,0,168,0,-1,6,-29.55,-20,-19.99
646,30.029,46.37,0.1453,0.5926,2,0,183,0,-1,6,-28.39,-20,-20.0
647,30.074,44.56,0.1374,0.5734,2,0,194,0,-1,6,-26.96,-20,-20.0
648,30.119,44.88,0.1432,0.5437,2,0,155,0,-1,6,-24.73,-20,-20.0
649,30.173,54.0,0.1479,0.5221,0,0,168,0,-1,6,-23.11,-20,-20.0
650,30.214,41.23,0.1533,0.4678,2,0,128,0,-1,6,-19.04,-19.04,-19.66
651,30.257,42.92,0.1595,0.439,4,0,112,0,-1,6,-16.87,-16.87,-18.69
652,30.305,47.59,0.1699,0.4233,0,0,108,0,-1,6,-15.7,-15.7,-17.64
653,30.358,53.21,0.1636,0.3621,5,0,72,0,-1,6,-11.11,-11.11,-15.35
654,30.401,43.62,0.163,0.3198,2,0,58,0,-1,6,-7.94,-7.94,-12.76
655,30.448,46.48,0.1932,0.2901,1,0,69,0,-1,6,-5.71,-5.71,-10.29
656,30.494,46.03,0.205,0.2628,2,0,77,0,-1,6,-3.66,-3.66,-7.97
657,30.536,41.84,0.212,0.2309,4,0,76,0,-1,6,-1.27,-1.27,-5.62
658,30.592,55.97,0.1988,0.2095,0,0,69,0,-1,6,0.34,0.34,-3.54
659,30.643,50.88,0.2136,0.1885,1,0,85,0,-1,6,1.91,1.91,-1.63
660,30.683,40.56,0.2137,0.1694,0,0,67,0,-1,6,3.35,3.35,0.11
661,30.724,41.2,0.2203,0.1711,3,0,70,0,-1,6,3.22,3.22,1.2
662,30.766,41.66,0.231,0.1653,0,0,94,0,-1,6,3.65,3.65,2.06
663,30.814,47.48,0.2279,0.165,2,0,91,0,-1,6,3.67,3.67,2.62
664,30.854,40.1,0.2391,0.1808,2,0,99,0,-1,6,2.49,2.49,2.58
665,30.905,51.8,0.2198,0.1676,0,0,98,0,-1,6,3.48,3.48,2.89
666,30.952,46.85,0.2129,0.1795,3,0,76,0,-1,6,2.59,2.59,2.79
667,30.996,43.87,0.2127,0.1828,1,0,85,0,-1,6,2.34,2.34,2.63
668,31.036,39.91,0.2044,0.1751,0,0,68,0,-1,6,2.92,2.92,2.73
669,31.08,43.91,0.2082,0.1845,0,0,55,0,-1,6,2.21,2.21,2.55
670,31.139,59.23,0.2263,0.1916,0,0,81,0,-1,6,1.68,1.68,2.25
671,31.179,39.47,0.2227,0.2105,4,0,66,0,-1,6,0.26,0.26,1.55
672,31.223,44.52,0.2114,0.2073,2,0,74,0,-1,6,0.51,0.51,1.19
673,31.281,57.83,0.21,0.2116,3,0,66,0,-1,6,0.18,0.18,0.83
674,31.321,40.42,0.2002,0.2163,4,0,70,0,-1,6,-0.17,-0.17,0.48
675,31.368,46.99,0.1922,0.2205,5,0,87,0,-1,6,-0.49,-0.49,0.14
676,31.424,55.24,0.1887,0.2265,2,0,105,0,-1,6,-0.94,-0.94,-0.24
677,31.463,39.5,0.1896,0.2348,4,0,107,0,-1,6,-1.56,-1.56,-0.7
678,31.517,53.66,0.192,0.2541,3,0,96,0,-1,6,-3.0,-3.0,-1.51
679,31.583,65.69,0.1791,0.2558,1,0,122,0,-1,6,-3.13,-3.13,-2.08
680,31.624,41.13,0.1726,0.2648,4,0,174,0,-1,6,-3.81,-3.81,-2.68
681,31.68,55.85,0.1612,0.2683,2,0,104,0,-1,6,-4.07,-4.07,-3.17
682,31.725,45.61,0.1592,0.2805,3,0,193,0,-1,6,-4.99,-4.99,-3.81
683,31.775,50.07,0.153,0.2867,12,0,156,0,-1,6,-5.45,-5.45,-4.38
684,31.815,39.86,0.1547,0.3078,8,0,199,0,-1,6,-7.04,-7.04,-5.31
685,31.874,59.26,0.1419,0.3077,3,0,202,0,-1,6,-7.03,-7.03,-5.91
686,31.913,38.6,0.146,0.3282,2,0,246,0,-1,6,-8.57,-8.57,-6.84
687,31.977,64.48,0.1411,0.3255,1,0,248,0,-1,6,-8.37,-8.37,-7.37
688,32.018,40.21,0.1409,0.3354,4,0,236,0,-1,6,-9.1,-9.1,-7.98
689,32.074,56.41,0.1388,0.3386,1,0,226,0,-1,6,-9.34,-9.34,-8.46
690,32.119,45.24,0.1407,0.3434,2,0,270,0,-1,6,-9.71,-9.71,-8.9
691,32.16,41.15,0.1432,0.344,1,0,253,0,-1,6,-9.75,-9.75,-9.19
692,32.207,46.56,0.1462,0.3501,1,0,245,0,-1,6,-10.21,-10.21,-9.55
693,32.251,43.86,0.1483,0.3502,1,0,218,0,-1,6,-10.22,-10.22,-9.78
694,32.294,42.96,0.1538,0.3549,1,0,217,0,-1,6,-10.57,-10.57,-10.06
695,32.341,47.65,0.1424,0.3409,2,0,214,0,-1,6,-9.52,-9.52,-9.87
696,32.382,40.46,0.148,0.3419,3,0,238,0,-1,6,-9.59,-9.59,-9.77
697,32.423,40.77,0.1418,0.3309,1,0,242,0,-1,6,-8.77,-8.77,-9.42
698,32.475,52.28,0.1435,0.3273,1,0,207,0,-1,6,-8.49,-8.49,-9.1
699,32.53,54.59,0.1585,0.3378,1,0,241,0,-1,6,-9.29,-9.29,-9.16
700,32.575,45.67,0.1531,0.3268,1,0,291,0,-1,6,-8.46,-8.46,-8.92
701,32.634,58.92,0.1568,0.3214,4,0,265,0,-1,6,-8.06,-8.06,-8.62
702,32.672,37.85,0.1493,0.3034,1,0,249,0,-1,6,-6.71,-6.71,-7.95
703,32.714,41.54,0.1482,0.3031,2,0,288,0,-1,6,-6.68,-6.68,-7.51
704,32.76,46.18,0.1548,0.3066,5,0,281,0,-1,6,-6.94,-6.94,-7.31
705,32.804,44.13,0.1562,0.2953,20,0,249,0,-1,6,-6.1,-6.1,-6.88
706,32.857,52.75,0.1602,0.2922,23,0,246,0,-1,6,-5.86,-5.86,-6.53
707,32.894,37.35,0.1652,0.2979,41,0,292,0,-1,6,-6.29,-6.29,-6.45
708,32.935,40.77,0.1725,0.2961,51,0,323,0,-1,6,-6.16,-6.16,-6.34
709,32.976,41.36,0.1656,0.2901,64,0,299,0,-1,6,-5.71,-5.71,-6.12
710,33.027,51.0,0.172,0.288,129,0,324,0,-1,6,-5.55,-5.55,-5.92
711,33.071,43.84,0.174,0.2902,116,0,313,0,-1,6,-5.72,-5.72,-5.85
712,33.114,43.36,0.1728,0.2833,233,0,289,0,-1,6,-5.2,-5.2,-5.62
713,33.17,55.58,0.1733,0.2841,241,0,262,0,-1,6,-5.26,-5.26,-5.49
714,33.209,39.11,0.1686,0.2806,341,0,296,0,-1,6,-5.0,-5.0,-5.32
715,33.254,44.6,0.1888,0.2809,407,0,425,0,-1,6,-5.01,-5.01,-5.21
716,33.295,41.15,0.2047,0.2975,574,0,389,0,-1,6,-6.26,-6.26,-5.58
717,33.341,46.38,0.2131,0.3166,787,0,457,0,-1,6,-7.69,-7.69,-6.32
718,33.402,61.12,0.2608,0.3527,1014,1,444,0,-1,6,-10.4,-10.4,-7.75
719,33.444,41.55,0.2772,0.3932,1492,1,450,0,-1,6,-13.44,-13.44,-9.74
720,33.505,61.22,0.2791,0.4236,1904,1,484,0,-1,6,-15.72,-15.72,-11.83
721,33.546,40.75,0.1812,0.398,756,2,558,0,-1,7,-13.8,-13.8,-12.52
722,33.597,51.57,0.1885,0.3758,408,0,557,0,-1,7,-12.13,-12.13,-12.39
723,33.646,48.4,0.1888,0.3173,140,0,676,0,-1,7,-7.75,-7.75,-10.76
724,33.687,41.69,0.1862,0.3018,0,0,689,0,-1,7,-6.58,-6.58,-9.3
725,33.735,47.88,0.1858,0.3085,0,0,690,0,-1,7,-7.09,-7.09,-8.53
726,33.782,46.94,0.186,0.3174,0,0,850,0,-1,7,-7.76,-7.76,-8.26
727,33.829,46.52,0.1857,0.3179,0,0,814,0,-1,7,-7.79,-7.79,-8.09
728,33.87,41.4,0.1841,0.323,0,0,970,1,-1,7,-8.18,-8.18,-8.12
729,33.919,48.97,0.1831,0.3233,0,0,1086,1,-1,7,-8.2,-8.2,-8.15
730,33.973,53.81,0.1845,0.3408,0,0,1135,1,-1,7,-9.51,-9.51,-8.62
731,34.013,40.0,0.1876,0.3523,0,0,1417,1,-1,7,-10.38,-10.38,-9.24
732,34.055,41.97,0.1859,0.3637,0,0,1684,1,-1,7,-11.23,-11.23,-9.93
733,34.098,43.07,0.1859,0.3617,0,0,1980,1,-1,7,-11.08,-11.08,-10.33
734,34.141,42.83,0.1884,0.3753,0,0,2369,1,-1,7,-12.1,-12.1,-10.95
735,34.196,54.91,0.1878,0.3805,0,0,2857,1,-1,7,-12.49,-12.49,-11.49
736,34.238,42.25,0.1872,0.3929,0,0,3646,1,-1,7,-13.42,-13.42,-12.16
737,34.28,42.42,0.1932,0.408,0,0,4042,1,-1,7,-14.55,-14.55,-13.0
738,34.327,46.34,0.1855,0.4214,0,0,3295,1,-1,7,-15.56,-15.56,-13.89
739,34.38,53.06,0.1909,0.4359,0,0,2025,1,-1,7,-16.65,-16.65,-14.86
740,34.425,45.0,0.193,0.4473,0,0,1207,1,-1,7,-17.5,-17.5,-15.78
741,34.465,40.62,0.1938,0.4721,0,0,553,2,-1,7,-19.36,-19.36,-17.03
742,34.517,51.46,0.1909,0.4708,0,0,216,0,-1,7,-19.26,-19.26,-17.81
743,34.555,37.97,0.1938,0.4738,0,0,164,0,-1,7,-19.49,-19.49,-18.4
744,34.592,37.47,0.1883,0.4839,0,0,166,0,-1,7,-20.24,-20,-18.96
745,34.634,41.66,0.1804,0.4908,0,0,179,0,-1,7,-20.76,-20,-19.32
746,34.69,55.86,0.1673,0.4834,0,0,129,0,-1,7,-20.21,-20,-19.56
747,34.737,47.59,0.1655,0.4848,0,0,132,0,-1,7,-20.31,-20,-19.71
748,34.794,56.53,0.162,0.4778,6,0,107,0,-1,7,-19.79,-19.79,-19.74
749,34.833,38.94,0.1543,0.4509,8,0,87,0,-1,7,-17.76,-17.76,-19.05
750,34.873,40.44,0.1531,0.4362,6,0,109,0,-1,7,-16.66,-16.66,-18.21
751,34.925,51.8,0.1538,0.413,3,0,112,0,-1,7,-14.92,-14.92,-17.06
752,34.967,42.44,0.1466,0.4014,3,0,91,0,-1,7,-14.06,-14.06,-16.01
753,35.008,40.3,0.1465,0.3817,6,0,177,0,-1,7,-12.58,-12.58,-14.81
754,35.068,60.43,0.1484,0.3524,5,0,160,0,-1,7,-10.38,-10.38,-13.26
755,35.108,40.21,0.1649,0.3074,8,0,199,0,-1,7,-7.01,-7.01,-11.07
756,35.152,43.53,0.1727,0.2863,3,0,208,0,-1,7,-5.42,-5.42,-9.09
757,35.194,41.97,0.1852,0.2616,5,0,216,0,-1,7,-3.57,-3.57,-7.16
758,35.238,43.82,0.1934,0.252,3,0,207,0,-1,7,-2.85,-2.85,-5.65
759,35.282,44.67,0.1961,0.2351,6,0,224,0,-1,7,-1.58,-1.58,-4.23
760,35.329,46.96,0.2151,0.2319,10,0,230,0,-1,7,-1.34,-1.34,-3.22
761,35.367,37.57,0.2102,0.2255,8,0,307,0,-1,7,-0.87,-0.87,-2.39
762,35.409,41.74,0.1889,0.2059,5,0,271,0,-1,7,0.61,0.61,-1.34
763,35.458,49.02,0.2209,0.1996,0,0,336,0,-1,7,1.08,1.08,-0.49
764,35.52,61.98,0.2199,0.1909,5,0,361,0,-1,7,1.74,1.74,0.29
765,35.574,54.42,0.2194,0.1805,3,0,383,0,-1,7,2.51,2.51,1.07
766,35.618,44.31,0.1968,0.1711,6,0,411,0,-1,7,3.22,3.22,1.82
767,35.665,46.29,0.2188,0.1812,3,0,477,0,-1,7,2.46,2.46,2.04
768,35.706,41.04,0.2145,0.183,11,0,538,0,-1,7,2.33,2.33,2.14
769,35.747,41.11,0.2095,0.1848,11,0,507,0,-1,7,2.19,2.19,2.16
770,35.804,57.56,0.216,0.1905,2,0,512,0,-1,7,1.76,1.76,2.02
771,35.845,40.89,0.1987,0.1887,5,0,437,0,-1,7,1.9,1.9,1.98
772,35.884,38.55,0.2042,0.1929,5,0,461,0,-1,7,1.58,1.58,1.84
773,35.93,45.67,0.1893,0.1913,5,0,429,0,-1,7,1.7,1.7,1.79
774,35.983,53.39,0.1855,0.199,5,0,490,0,-1,7,1.13,1.13,1.56
775,36.023,40.52,0.1853,0.2048,3,0,484,0,-1,7,0.69,0.69,1.26
776,36.083,59.28,0.1823,0.2091,6,0,513,0,-1,7,0.37,0.37,0.95
777,36.133,50.51,0.1778,0.2197,5,0,557,0,-1,7,-0.43,-0.43,0.47
778,36.177,43.74,0.1743,0.2235,12,0,539,0,-1,7,-0.71,-0.71,0.05
779,36.221,44.11,0.1652,0.2288,4,0,567,0,-1,7,-1.11,-1.11,-0.36
780,36.269,48.2,0.1605,0.2362,7,0,539,0,-1,7,-1.67,-1.67,-0.81
781,36.32,51.19,0.1552,0.2441,8,0,518,0,-1,7,-2.25,-2.25,-1.32
782,36.361,41.03,0.1465,0.249,5,0,537,0,-1,7,-2.62,-2.62,-1.78
783,36.408,46.98,0.1407,0.2571,7,0,512,0,-1,7,-3.23,-3.23,-2.29
784,36.453,44.9,0.1409,0.2695,10,0,586,0,-1,7,-4.16,-4.16,-2.94
785,36.497,43.62,0.1402,0.2752,6,0,487,0,-1,7,-4.59,-4.59,-3.52
786,36.54,43.3,0.1409,0.2838,0,0,574,0,-1,7,-5.23,-5.23,-4.12
787,36.585,45.05,0.1459,0.2959,0,0,549,0,-1,7,-6.15,-6.15,-4.83
788,36.629,43.24,0.1455,0.2988,0,0,560,0,-1,7,-6.36,-6.36,-5.36
789,36.672,43.45,0.1563,0.3127,0,0,586,0,-1,7,-7.4,-7.4,-6.08
790,36.723,50.51,0.1611,0.3234,0,0,529,0,-1,7,-8.21,-8.21,-6.82
791,36.766,43.7,0.1577,0.3341,0,0,596,0,-1,7,-9.0,-9.0,-7.59
792,36.816,49.26,0.1607,0.3462,0,0,597,0,-1,7,-9.91,-9.91,-8.4
793,36.857,41.41,0.1712,0.3559,0,0,625,0,-1,7,-10.65,-10.65,-9.19
794,36.921,64.46,0.1702,0.3646,0,0,609,0,-1,7,-11.3,-11.3,-9.92
795,36.963,41.86,0.1714,0.3695,0,0,656,0,-1,7,-11.66,-11.66,-10.53
796,37.02,56.73,0.174,0.3709,1,0,571,0,-1,7,-11.77,-11.77,-10.97
797,37.059,39.06,0.1811,0.3745,0,0,634,0,-1,7,-12.03,-12.03,-11.34
798,37.099,40.11,0.1793,0.3758,0,0,636,0,-1,7,-12.13,-12.13,-11.62
799,37.142,43.28,0.1744,0.3755,0,0,628,0,-1,7,-12.11,-12.11,-11.79
800,37.184,41.84,0.1799,0.3745,0,0,532,0,-1,7,-12.03,-12.03,-11.88
801,37.234,49.32,0.1872,0.3688,2,0,492,0,-1,7,-11.61,-11.61,-11.78
802,37.281,46.92,0.1798,0.3635,5,0,419,0,-1,7,-11.21,-11.21,-11.58
803,37.337,56.79,0.1798,0.3616,0,0,379,0,-1,7,-11.07,-11.07,-11.4
804,37.38,42.98,0.1716,0.35,12,0,288,0,-1,7,-10.2,-10.2,-10.98
805,37.425,44.68,0.1759,0.3537,12,0,292,0,-1,7,-10.48,-10.48,-10.81
806,37.475,50.31,0.1723,0.3473,18,0,331,0,-1,7,-10.0,-10.0,-10.52
807,37.533,57.53,0.1754,0.3458,18,0,326,0,-1,7,-9.88,-9.88,-10.3
808,37.575,42.6,0.1771,0.3365,83,0,238,0,-1,7,-9.19,-9.19,-9.91
809,37.622,47.09,0.176,0.3316,71,0,221,0,-1,7,-8.82,-8.82,-9.53
810,37.661,38.41,0.1802,0.3377,146,0,156,0,-1,7,-9.28,-9.28,-9.44
811,37.719,57.92,0.1798,0.3226,182,0,167,0,-1,7,-8.14,-8.14,-8.99
812,37.772,53.48,0.179,0.3131,278,0,128,0,-1,7,-7.43,-7.43,-8.44
813,37.809,36.29,0.1791,0.3075,368,0,121,0,-1,7,-7.01,-7.01,-7.94
814,37.849,40.37,0.1762,0.3034,380,0,147,0,-1,7,-6.7,-6.7,-7.51
815,37.888,38.57,0.1787,0.3016,450,0,91,0,-1,7,-6.57,-6.57,-7.18
816,37.953,65.18,0.1768,0.2938,566,0,98,0,-1,7,-5.98,-5.98,-6.76
817,37.996,43.01,0.178,0.2777,810,0,98,0,-1,7,-4.78,-4.78,-6.07
818,38.044,48.26,0.174,0.2705,1022,1,126,0,-1,7,-4.24,-4.24,-5.43
819,38.085,40.95,0.1762,0.2709,1223,1,89,0,-1,7,-4.26,-4.26,-5.02
820,38.131,45.8,0.1683,0.2564,1479,1,137,0,-1,7,-3.18,-3.18,-4.38
821,38.176,45.65,0.1713,0.259,1913,1,131,0,-1,7,-3.37,-3.37,-4.03
822,38.228,51.28,0.1795,0.2626,2353,1,158,0,-1,7,-3.64,-3.64,-3.89
823,38.269,41.78,0.1812,0.2591,2879,1,165,0,-1,7,-3.38,-3.38,-3.71
824,38.316,46.4,0.1859,0.2648,3549,1,207,0,-1,7,-3.81,-3.81,-3.75
825,38.37,54.24,0.1872,0.2673,2490,1,235,0,-1,7,-3.99,-3.99,-3.83
826,38.419,48.8,0.1827,0.2698,615,2,281,0,-1,8,-4.19,-4.19,-3.96
827,38.468,49.43,0.1851,0.2769,167,0,367,0,-1,8,-4.72,-4.72,-4.22
828,38.507,39.13,0.1904,0.2848,0,0,394,0,-1,8,-5.31,-5.31,-4.6
829,38.555,47.56,0.1955,0.2902,0,0,443,0,-1,8,-5.71,-5.71,-4.99
830,38.602,46.92,0.1963,0.3037,0,0,519,0,-1,8,-6.73,-6.73,-5.6
831,38.646,44.1,0.2039,0.3137,0,0,592,0,-1,8,-7.48,-7.48,-6.26
832,38.696,50.1,0.2082,0.3198,0,0,687,0,-1,8,-7.94,-7.94,-6.85
833,38.745,48.88,0.2033,0.3264,0,0,766,0,-1,8,-8.43,-8.43,-7.4
834,38.785,39.82,0.1958,0.3301,0,0,921,0,-1,8,-8.71,-8.71,-7.86
835,38.832,46.97,0.2036,0.3477,0,0,1039,1,-1,8,-10.02,-10.02,-8.62
836,38.875,43.45,0.2077,0.3556,0,0,1179,1,-1,8,-10.62,-10.62,-9.32
837,38.916,41.0,0.2106,0.366,0,0,1391,1,-1,8,-11.4,-11.4,-10.05
838,38.964,47.52,0.2155,0.3807,0,0,1538,1,-1,8,-12.5,-12.5,-10.91
839,39.022,58.23,0.2175,0.3879,0,0,1858,1,-1,8,-13.04,-13.04,-11.65
840,39.069,46.93,0.2205,0.3921,0,0,2279,1,-1,8,-13.36,-13.36,-12.25
841,39.12,50.86,0.2233,0.4201,0,0,2933,1,-1,8,-15.46,-15.46,-13.37
842,39.179,59.31,0.2222,0.4292,0,0,3638,1,-1,8,-16.14,-16.14,-14.34
843,39.222,42.99,0.2245,0.4434,0,0,2483,1,-1,8,-17.21,-17.21,-15.34
844,39.265,43.18,0.2272,0.4521,0,0,2028,1,-1,8,-17.86,-17.86,-16.22
845,39.306,40.91,0.2245,0.4645,0,0,1662,1,-1,8,-18.79,-18.79,-17.12
846,39.351,44.7,0.2258,0.472,0,0,1163,1,-1,8,-19.35,-19.35,-17.9
847,39.402,50.85,0.2204,0.4831,0,0,531,2,-1,8,-20.18,-20,-18.64
848,39.442,40.16,0.2113,0.49,0,0,183,0,-1,8,-20.7,-20,-19.11
849,39.486,43.71,0.205,0.5056,0,0,194,0,-1,8,-21.87,-20,-19.42
850,39.528,42.62,0.2016,0.5077,0,0,254,0,-1,8,-22.03,-20,-19.63
851,39.574,45.8,0.197,0.5051,0,0,273,0,-1,8,-21.83,-20,-19.76
852,39.637,63.3,0.1802,0.5013,0,0,238,0,-1,8,-21.55,-20,-19.84
853,39.688,51.17,0.1681,0.4964,3,0,168,0,-1,8,-21.18,-20,-19.9
854,39.74,51.17,0.1555,0.48,5,0,195,0,-1,8,-19.95,-19.95,-19.92
855,39.784,44.09,0.1559,0.4633,5,0,204,0,-1,8,-18.7,-18.7,-19.49
856,39.831,47.43,0.148,0.465,5,0,76,0,-1,8,-18.82,-18.82,-19.26
857,39.869,37.7,0.1567,0.4313,4,0,73,0,-1,8,-16.3,-16.3,-18.22
858,39.914,44.78,0.1614,0.412,3,0,54,0,-1,8,-14.85,-14.85,-17.04
859,39.957,43.29,0.1716,0.4027,4,0,53,0,-1,8,-14.15,-14.15,-16.03
860,40.002,44.94,0.173,0.3632,8,0,89,0,-1,8,-11.19,-11.19,-14.34
861,40.043,41.32,0.1761,0.3319,9,0,67,0,-1,8,-8.84,-8.84,-12.41
862,40.09,46.94,0.1902,0.3287,16,0,99,0,-1,8,-8.6,-8.6,-11.08
863,40.131,40.88,0.1907,0.2926,7,0,59,0,-1,8,-5.89,-5.89,-9.26
864,40.2,69.4,0.1964,0.2664,6,0,109,0,-1,8,-3.93,-3.93,-7.4
865,40.248,47.55,0.2099,0.2327,5,0,67,0,-1,8,-1.41,-1.41,-5.3
866,40.29,41.67,0.2097,0.2183,10,0,102,0,-1,8,-0.32,-0.32,-3.56
867,40.336,46.12,0.2191,0.1984,9,0,126,0,-1,8,1.17,1.17,-1.9
868,40.383,47.08,0.1992,0.1731,9,0,118,0,-1,8,3.07,3.07,-0.16
869,40.426,43.54,0.2205,0.1885,7,0,109,0,-1,8,1.91,1.91,0.56
870,40.467,40.62,0.2094,0.1719,8,0,121,0,-1,8,3.16,3.16,1.47
871,40.514,47.14,0.2033,0.1794,5,0,132,0,-1,8,2.6,2.6,1.87
872,40.565,50.4,0.2229,0.1826,1,0,83,0,-1,8,2.36,2.36,2.04
873,40.609,44.11,0.2282,0.1834,14,0,113,0,-1,8,2.3,2.3,2.13
874,40.657,48.6,0.2084,0.1797,13,0,106,0,-1,8,2.57,2.57,2.28
875,40.702,44.53,0.2209,0.1868,9,0,93,0,-1,8,2.04,2.04,2.2
876,40.74,38.59,0.217,0.1897,8,0,106,0,-1,8,1.82,1.82,2.07
